,Key,Airport,AP_NAME,ALIAS,Facility Type,FAA REGION,COUNTY,CITY,STATE,AP Type,Latitude,Longitude,Boundary Data Available,Year,Departure Cancellations,Arrival Cancellations,Departure Diversions,Arrival Diversions,departures for metric computation,arrivals for metric computation,percent on-time gate departures,percent on-time airport departures,percent on-time gate arrivals,average_gate_departure_delay,average_taxi_out_time,average taxi out delay,average airport departure delay,average airborne delay,average taxi in delay,average block delay,average gate arrival delay
210,456.0,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes,2005,1382.0,1723.0,296.0,190.0,249530.0,248195.0,0.7483,0.6443,0.8026,12.44,14.42,5.24,16.98,3.87,1.92,2.51,10.82
211,456.0,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes,2006,1952.0,2561.0,500.0,340.0,245896.0,244854.0,0.7801,0.6797,0.7915,11.64,14.84,5.57,16.15,3.58,2.44,3.19,11.31
212,456.0,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes,2007,2402.0,3121.0,467.0,253.0,240059.0,239897.0,0.7679,0.6578,0.7722,12.87,14.8,5.59,17.76,2.97,2.58,3.37,12.46
213,456.0,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes,2008,1875.0,2554.0,442.0,333.0,226663.0,226405.0,0.8033,0.7129,0.8009,10.96,15.1,5.44,15.22,2.45,2.25,3.56,11.07
214,456.0,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes,2009,1210.0,1714.0,427.0,266.0,208700.0,208786.0,0.8255,0.7496,0.8319,9.34,14.63,4.5,12.75,2.07,2.16,3.18,9.07
215,456.0,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes,2010,1446.0,1917.0,418.0,266.0,205899.0,206051.0,0.8307,0.7509,0.8452,9.11,14.94,4.88,12.76,1.76,2.3,2.59,8.52
216,456.0,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes,2011,1569.0,2085.0,377.0,187.0,213870.0,213498.0,0.8244,0.7746,0.8444,9.64,13.84,3.77,12.08,2.65,2.24,2.54,8.73
217,456.0,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes,2012,947.0,1342.0,328.0,203.0,207667.0,207206.0,0.8417,0.7734,0.8518,8.52,14.52,4.55,11.66,2.34,2.82,2.57,8.02
218,456.0,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes,2013,1006.0,1499.0,325.0,143.0,200341.0,199957.0,0.8126,0.7323,0.831,9.86,14.63,4.81,13.44,1.92,2.3,2.71,9.29
219,456.0,PHX,PHOENIX SKY HARBOR INTL,Sky Harbor Int'l Airport,Airport,AWP,MARICOPA,PHOENIX,AZ,Federalized/Commercial,33.434278,-112.011583,Yes,2014,1136.0,1535.0,325.0,255.0,200278.0,199312.0,0.7828,0.7177,0.809,11.94,14.53,4.21,14.99,2.5,2.23,2.89,10.91
220,263.0,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes,2004,402.0,332.0,71.0,24.0,9336.0,9557.0,0.7822,0.7528,0.7282,12.41,10.5,2.77,14.25,2.45,1.07,2.63,14.41
221,263.0,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes,2005,419.0,395.0,63.0,25.0,36146.0,36973.0,0.7815,0.7555,0.719,12.01,10.64,2.93,13.86,2.47,0.99,2.55,14.95
222,263.0,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes,2006,287.0,257.0,53.0,30.0,33169.0,33672.0,0.7537,0.7279,0.6976,14.13,11.11,2.66,15.96,2.54,0.94,3.33,16.07
223,263.0,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes,2007,459.0,371.0,59.0,23.0,35612.0,35925.0,0.7583,0.7257,0.7055,14.55,11.77,2.84,16.69,2.68,0.81,3.28,17.23
224,263.0,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes,2008,385.0,341.0,58.0,42.0,34605.0,34766.0,0.7715,0.7406,0.7289,13.82,11.94,2.88,15.82,2.14,0.65,3.0,15.37
225,263.0,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes,2009,249.0,209.0,61.0,64.0,29422.0,29959.0,0.7785,0.7362,0.7443,13.02,12.38,3.21,15.3,1.82,0.73,2.77,14.34
226,263.0,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes,2010,315.0,266.0,60.0,55.0,29563.0,29907.0,0.7792,0.7303,0.7449,12.62,12.54,3.22,15.07,1.5,0.75,2.28,13.49
227,263.0,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes,2011,266.0,243.0,42.0,55.0,27376.0,27705.0,0.7898,0.7573,0.7509,12.37,11.8,2.34,13.84,1.59,0.62,2.32,13.38
228,263.0,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes,2012,147.0,143.0,31.0,18.0,26436.0,26597.0,0.8107,0.7832,0.7638,11.45,11.86,2.21,12.89,1.28,0.71,1.93,13.18
229,263.0,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes,2013,203.0,186.0,50.0,52.0,24460.0,24402.0,0.7691,0.7327,0.7165,13.62,12.45,2.6,15.48,1.55,1.03,2.85,15.4
230,263.0,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,Birmingham Int'l Airport,Airport,ASO,JEFFERSON,BIRMINGHAM,AL,Federalized/Commercial,33.563889,-86.752306,Yes,2014,336.0,311.0,46.0,30.0,23725.0,23682.0,0.7421,0.7183,0.7016,15.58,12.19,2.05,16.75,1.74,0.93,2.93,16.7
231,921.0,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes,2004,7870.0,8433.0,737.0,772.0,477323.0,473249.0,0.7596,0.5757,0.737,13.59,20.45,8.73,21.36,5.0,2.79,4.69,15.31
232,921.0,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes,2005,13837.0,14480.0,790.0,1080.0,484570.0,480171.0,0.7413,0.6216,0.7337,15.5,18.52,7.26,21.8,4.24,2.72,4.62,17.23
233,921.0,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes,2006,6624.0,7301.0,913.0,787.0,483334.0,478735.0,0.715,0.5324,0.7205,16.2,20.38,9.63,24.85,3.71,4.13,4.72,16.95
234,921.0,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes,2007,6796.0,7790.0,920.0,1045.0,491826.0,486799.0,0.7167,0.5713,0.7446,16.77,19.67,8.28,24.18,3.88,4.17,4.43,16.09
235,921.0,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes,2008,5830.0,6705.0,982.0,1072.0,482903.0,478627.0,0.7696,0.6071,0.7559,13.86,20.6,9.01,21.59,4.11,4.07,5.09,15.71
236,921.0,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes,2009,5324.0,6303.0,1064.0,1116.0,479957.0,475882.0,0.7775,0.59,0.7335,13.2,21.84,9.73,21.48,3.31,4.75,5.7,16.54
237,921.0,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes,2010,8198.0,9279.0,971.0,945.0,469542.0,465911.0,0.7961,0.6405,0.7956,12.82,21.26,8.61,19.9,2.66,4.32,3.67,14.16
238,921.0,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes,2011,6555.0,7484.0,903.0,812.0,454954.0,453734.0,0.8008,0.673,0.8068,12.2,20.33,7.52,18.25,2.41,4.0,3.54,12.56
239,921.0,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes,2012,2259.0,2782.0,798.0,655.0,457501.0,455968.0,0.832,0.7401,0.8422,9.84,18.8,6.03,14.44,1.62,3.13,2.89,10.27
240,921.0,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes,2013,2916.0,3450.0,870.0,655.0,448180.0,445498.0,0.7917,0.7025,0.807,12.28,18.2,5.83,16.98,2.38,2.6,3.64,12.74
241,921.0,ATL,HARTSFIELD - JACKSON ATLANTA INTL,Hartsfield-Jackson Atlanta Int'l,Airport,ASO,FULTON,ATLANTA,GA,Federalized/Commercial,33.6367,-84.427864,Yes,2014,5977.0,6483.0,781.0,655.0,428954.0,428312.0,0.7899,0.7134,0.8123,11.99,17.4,4.92,15.93,2.74,2.77,3.21,12.42
242,570.0,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes,2004,632.0,583.0,104.0,107.0,14135.0,14276.0,0.7857,0.721,0.7716,11.09,13.48,4.44,14.34,3.17,1.81,3.44,11.12
243,570.0,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes,2005,559.0,525.0,84.0,106.0,55590.0,55995.0,0.8046,0.7443,0.7799,10.03,12.91,4.07,12.98,2.96,1.67,3.06,10.92
244,570.0,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes,2006,721.0,653.0,113.0,140.0,56634.0,57499.0,0.7952,0.7312,0.7668,10.5,12.91,4.15,13.51,2.76,1.65,3.41,11.48
245,570.0,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes,2007,895.0,797.0,149.0,144.0,57795.0,58356.0,0.7823,0.7039,0.7575,11.29,13.49,4.66,14.73,3.12,2.05,3.39,12.17
246,570.0,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes,2008,726.0,653.0,117.0,128.0,51644.0,52088.0,0.8028,0.7394,0.7788,10.79,13.31,4.31,13.7,2.49,1.75,3.14,11.18
247,570.0,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes,2009,516.0,466.0,104.0,77.0,50127.0,50368.0,0.8286,0.7676,0.8148,9.33,12.85,4.04,12.08,2.38,1.77,2.71,9.2
248,570.0,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes,2010,456.0,397.0,103.0,94.0,46002.0,46334.0,0.8067,0.757,0.8091,10.42,11.97,3.38,12.6,2.3,1.44,2.24,9.42
249,570.0,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes,2011,531.0,475.0,96.0,77.0,45157.0,45435.0,0.8199,0.7672,0.8182,9.76,11.72,3.36,11.92,1.96,1.29,2.23,9.07
250,570.0,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes,2012,496.0,423.0,82.0,98.0,45397.0,45653.0,0.8133,0.7646,0.8234,10.47,11.59,3.28,12.69,1.74,1.04,1.91,8.95
251,570.0,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes,2013,443.0,387.0,89.0,93.0,46656.0,46935.0,0.7907,0.7531,0.7986,11.06,11.28,3.09,13.08,1.61,1.04,2.1,9.89
252,570.0,SNA,JOHN WAYNE AIRPORT-ORANGE COUNTY,John Wayne-Orange County Airport,Airport,AWP,ORANGE,SANTA ANA,CA,Federalized/Commercial,33.675667,-117.868222,Yes,2014,468.0,425.0,85.0,71.0,47176.0,47252.0,0.7578,0.715,0.7688,12.75,11.39,3.1,14.85,1.77,0.82,2.36,11.67
253,582.0,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes,2004,92.0,85.0,32.0,79.0,3663.0,3749.0,0.8438,0.8329,0.7437,8.82,12.35,1.96,9.81,1.98,0.63,4.15,12.79
254,582.0,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes,2005,49.0,46.0,33.0,53.0,15607.0,15858.0,0.8484,0.8274,0.7743,8.24,12.48,2.29,9.57,1.59,0.82,3.25,11.52
255,582.0,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes,2006,65.0,63.0,34.0,120.0,15360.0,16113.0,0.8435,0.8121,0.7752,8.66,13.68,3.01,10.65,1.71,0.78,4.2,11.26
256,582.0,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes,2007,157.0,147.0,44.0,43.0,16866.0,17042.0,0.8255,0.7819,0.7832,9.67,15.3,3.79,12.19,2.02,1.39,4.06,11.9
257,582.0,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes,2008,134.0,135.0,46.0,89.0,17722.0,17958.0,0.8261,0.8062,0.7886,10.59,14.45,2.46,11.97,2.26,1.72,4.49,12.59
258,582.0,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes,2009,72.0,69.0,24.0,47.0,16686.0,16753.0,0.8676,0.8544,0.8367,7.68,13.56,2.14,8.72,2.14,1.19,3.34,9.05
259,582.0,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes,2010,129.0,127.0,23.0,34.0,16764.0,16706.0,0.8193,0.7895,0.824,10.85,14.17,2.88,12.79,2.36,1.47,3.11,10.48
260,582.0,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes,2011,99.0,83.0,17.0,41.0,16578.0,16559.0,0.8351,0.8176,0.8283,10.04,13.38,2.23,11.24,2.73,0.86,2.69,10.17
261,582.0,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes,2012,84.0,66.0,9.0,20.0,15954.0,15899.0,0.8441,0.8343,0.8496,9.72,12.57,1.81,10.49,2.26,0.6,2.22,9.25
262,582.0,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes,2013,98.0,96.0,18.0,12.0,14945.0,15163.0,0.8599,0.8462,0.8432,8.51,12.63,2.03,9.49,2.19,0.63,2.37,9.17
263,582.0,LGB,LONG BEACH /DAUGHERTY FIELD/,Long Beach Airport,Airport,AWP,LOS ANGELES,LONG BEACH,CA,Federalized/Commercial,33.817754,-118.151733,Yes,2014,130.0,123.0,14.0,29.0,14641.0,14736.0,0.8434,0.8288,0.832,9.26,12.5,1.86,10.14,2.37,0.63,2.37,9.71
264,618.0,PSP,PALM SPRINGS INTL,Palm Springs Int'l Airport,Airport,AWP,RIVERSIDE,PALM SPRINGS,CA,Federalized/Commercial,33.829667,-116.506694,Yes,2004,171.0,129.0,13.0,37.0,15622.0,15668.5,0.774775,0.7456625,0.7502,12.88875,12.1,2.77375,14.59125,2.9625,0.89125,3.3025,13.28
265,618.0,PSP,PALM SPRINGS INTL,Palm Springs Int'l Airport,Airport,AWP,RIVERSIDE,PALM SPRINGS,CA,Federalized/Commercial,33.829667,-116.506694,Yes,2005,251.0,172.0,28.0,67.0,15622.0,15668.5,0.774775,0.7456625,0.7502,12.88875,12.1,2.77375,14.59125,2.9625,0.89125,3.3025,13.28
266,618.0,PSP,PALM SPRINGS INTL,Palm Springs Int'l Airport,Airport,AWP,RIVERSIDE,PALM SPRINGS,CA,Federalized/Commercial,33.829667,-116.506694,Yes,2006,142.0,122.0,31.0,23.0,15622.0,15668.5,0.774775,0.7456625,0.7502,12.88875,12.1,2.77375,14.59125,2.9625,0.89125,3.3025,13.28
267,618.0,PSP,PALM SPRINGS INTL,Palm Springs Int'l Airport,Airport,AWP,RIVERSIDE,PALM SPRINGS,CA,Federalized/Commercial,33.829667,-116.506694,Yes,2007,152.0,121.0,20.0,14.0,17764.0,17852.0,0.7411,0.7053,0.7011,13.53,11.4,3.03,15.56,2.48,1.0,3.52,15.67
268,618.0,PSP,PALM SPRINGS INTL,Palm Springs Int'l Airport,Airport,AWP,RIVERSIDE,PALM SPRINGS,CA,Federalized/Commercial,33.829667,-116.506694,Yes,2008,155.0,130.0,24.0,30.0,16005.0,16036.0,0.7683,0.7321,0.7312,12.35,12.16,3.1,14.32,2.82,1.17,3.71,13.87
269,618.0,PSP,PALM SPRINGS INTL,Palm Springs Int'l Airport,Airport,AWP,RIVERSIDE,PALM SPRINGS,CA,Federalized/Commercial,33.829667,-116.506694,Yes,2009,97.0,70.0,21.0,31.0,14802.0,14837.0,0.8128,0.7919,0.7853,10.22,11.9,2.32,11.52,2.67,0.68,2.88,10.95
270,618.0,PSP,PALM SPRINGS INTL,Palm Springs Int'l Airport,Airport,AWP,RIVERSIDE,PALM SPRINGS,CA,Federalized/Commercial,33.829667,-116.506694,Yes,2010,154.0,119.0,27.0,54.0,14769.0,14859.0,0.7944,0.7699,0.7574,11.54,11.77,2.5,12.97,3.07,0.73,3.12,12.86
271,618.0,PSP,PALM SPRINGS INTL,Palm Springs Int'l Airport,Airport,AWP,RIVERSIDE,PALM SPRINGS,CA,Federalized/Commercial,33.829667,-116.506694,Yes,2011,153.0,125.0,21.0,17.0,14458.0,14632.0,0.7738,0.7484,0.7484,12.76,11.89,2.64,14.33,3.35,0.77,3.3,13.57
272,618.0,PSP,PALM SPRINGS INTL,Palm Springs Int'l Airport,Airport,AWP,RIVERSIDE,PALM SPRINGS,CA,Federalized/Commercial,33.829667,-116.506694,Yes,2012,150.0,104.0,27.0,31.0,15601.0,15682.0,0.7692,0.7362,0.7587,14.0,12.51,3.14,15.98,3.23,0.84,3.2,12.85
273,618.0,PSP,PALM SPRINGS INTL,Palm Springs Int'l Airport,Airport,AWP,RIVERSIDE,PALM SPRINGS,CA,Federalized/Commercial,33.829667,-116.506694,Yes,2013,155.0,121.0,18.0,26.0,15346.0,15242.0,0.7754,0.7483,0.7683,14.15,12.5,2.72,15.76,2.89,0.95,2.91,12.66
274,618.0,PSP,PALM SPRINGS INTL,Palm Springs Int'l Airport,Airport,AWP,RIVERSIDE,PALM SPRINGS,CA,Federalized/Commercial,33.829667,-116.506694,Yes,2014,198.0,154.0,25.0,17.0,16231.0,16208.0,0.7632,0.7332,0.7512,14.56,12.67,2.74,16.29,3.19,0.99,3.78,13.81
275,584.0,LAX,LOS ANGELES INTL,Los Angeles Int'l Airport,Airport,AWP,LOS ANGELES,LOS ANGELES,CA,Federalized/Commercial,33.942496,-118.408068,Yes,2004,2508.0,2727.0,382.0,270.0,307973.0,307061.0,0.8144,0.7604,0.8093,10.17,14.08,4.1,13.22,3.03,2.41,3.52,10.47
276,584.0,LAX,LOS ANGELES INTL,Los Angeles Int'l Airport,Airport,AWP,LOS ANGELES,LOS ANGELES,CA,Federalized/Commercial,33.942496,-118.408068,Yes,2005,2379.0,2592.0,363.0,171.0,306439.0,306044.0,0.801,0.7546,0.7923,10.55,13.9,3.72,13.22,3.02,2.37,3.54,11.22
277,584.0,LAX,LOS ANGELES INTL,Los Angeles Int'l Airport,Airport,AWP,LOS ANGELES,LOS ANGELES,CA,Federalized/Commercial,33.942496,-118.408068,Yes,2006,3028.0,3248.0,379.0,260.0,306821.0,306201.0,0.7819,0.7213,0.7561,11.81,14.82,4.36,15.0,3.18,2.93,4.11,13.23
278,584.0,LAX,LOS ANGELES INTL,Los Angeles Int'l Airport,Airport,AWP,LOS ANGELES,LOS ANGELES,CA,Federalized/Commercial,33.942496,-118.408068,Yes,2007,3259.0,3417.0,398.0,208.0,316257.0,316715.0,0.777,0.6992,0.7501,12.42,15.71,4.81,16.24,3.19,3.58,4.05,14.09
279,584.0,LAX,LOS ANGELES INTL,Los Angeles Int'l Airport,Airport,AWP,LOS ANGELES,LOS ANGELES,CA,Federalized/Commercial,33.942496,-118.408068,Yes,2008,2838.0,3077.0,476.0,237.0,293640.0,294144.0,0.7942,0.7478,0.7675,12.15,14.82,3.37,14.62,3.07,2.69,3.93,13.51
280,584.0,LAX,LOS ANGELES INTL,Los Angeles Int'l Airport,Airport,AWP,LOS ANGELES,LOS ANGELES,CA,Federalized/Commercial,33.942496,-118.408068,Yes,2009,1911.0,2000.0,363.0,209.0,262782.0,262838.0,0.833,0.8032,0.8153,9.95,13.68,2.63,11.65,2.75,2.15,2.77,10.83
281,584.0,LAX,LOS ANGELES INTL,Los Angeles Int'l Airport,Airport,AWP,LOS ANGELES,LOS ANGELES,CA,Federalized/Commercial,33.942496,-118.408068,Yes,2010,2206.0,2292.0,420.0,240.0,269895.0,270550.0,0.8106,0.7674,0.7992,11.27,14.09,3.22,13.57,2.65,2.97,2.92,11.59
282,584.0,LAX,LOS ANGELES INTL,Los Angeles Int'l Airport,Airport,AWP,LOS ANGELES,LOS ANGELES,CA,Federalized/Commercial,33.942496,-118.408068,Yes,2011,2617.0,2764.0,439.0,341.0,284127.0,284618.0,0.8082,0.7493,0.7809,11.02,14.86,3.96,14.02,2.77,3.31,3.63,12.32
283,584.0,LAX,LOS ANGELES INTL,Los Angeles Int'l Airport,Airport,AWP,LOS ANGELES,LOS ANGELES,CA,Federalized/Commercial,33.942496,-118.408068,Yes,2012,2315.0,2493.0,479.0,241.0,284637.0,285252.0,0.8022,0.7334,0.7884,11.55,15.39,4.44,14.95,2.47,4.0,3.12,12.14
284,584.0,LAX,LOS ANGELES INTL,Los Angeles Int'l Airport,Airport,AWP,LOS ANGELES,LOS ANGELES,CA,Federalized/Commercial,33.942496,-118.408068,Yes,2013,2441.0,2541.0,494.0,332.0,288214.0,288965.0,0.8001,0.7435,0.7844,11.69,15.21,3.98,14.58,2.33,3.53,3.17,12.66
285,584.0,LAX,LOS ANGELES INTL,Los Angeles Int'l Airport,Airport,AWP,LOS ANGELES,LOS ANGELES,CA,Federalized/Commercial,33.942496,-118.408068,Yes,2014,2493.0,2726.0,601.0,298.0,303156.0,302628.0,0.7681,0.7048,0.7652,13.32,15.44,4.09,16.46,2.64,3.9,3.63,13.99
286,615.0,ONT,ONTARIO INTL,Ontario Int'l Airport,Airport,AWP,SAN BERNARDINO,ONTARIO,CA,Federalized/Commercial,34.056,-117.601194,Yes,2004,379.0,338.0,54.0,52.0,54166.0,54076.0,0.7729,0.7488,0.8078,12.33,9.78,2.63,14.25,1.72,0.77,2.39,9.88
287,615.0,ONT,ONTARIO INTL,Ontario Int'l Airport,Airport,AWP,SAN BERNARDINO,ONTARIO,CA,Federalized/Commercial,34.056,-117.601194,Yes,2005,355.0,319.0,34.0,51.0,54110.0,54080.0,0.7557,0.7241,0.777,12.5,10.23,2.92,14.66,2.04,1.04,2.77,11.11
288,615.0,ONT,ONTARIO INTL,Ontario Int'l Airport,Airport,AWP,SAN BERNARDINO,ONTARIO,CA,Federalized/Commercial,34.056,-117.601194,Yes,2006,408.0,404.0,36.0,44.0,53893.0,54211.0,0.7384,0.6991,0.7822,13.85,10.96,3.06,16.15,1.85,0.88,2.81,11.08
