,Key,Airport,AP_NAME,ALIAS,Facility Type,FAA REGION,COUNTY,CITY,STATE,AP Type,Latitude,Longitude,Boundary Data Available,Year,Departure Cancellations,Arrival Cancellations,Departure Diversions,Arrival Diversions,departures for metric computation,arrivals for metric computation,percent on-time gate departures,percent on-time airport departures,percent on-time gate arrivals,average_gate_departure_delay,average_taxi_out_time,average taxi out delay,average airport departure delay,average airborne delay,average taxi in delay,average block delay,average gate arrival delay
0,2885.0,SJU,LUIS MUNOZ MARIN INTL,Aeropuerto Int'l Luis Mu�oz Marin,Airport,ASO,#NAME?,SAN JUAN,PR,Federalized/Commercial,18.439295,-66.002004,Yes,2004,330.0,289.0,55.0,28.0,60371.0,56735.0,0.8019,0.7794,0.7984,11.19,13.84,2.27,12.43,1.88,0.79,3.39,12.28
1,2885.0,SJU,LUIS MUNOZ MARIN INTL,Aeropuerto Int'l Luis Mu�oz Marin,Airport,ASO,#NAME?,SAN JUAN,PR,Federalized/Commercial,18.439295,-66.002004,Yes,2005,315.0,282.0,64.0,36.0,57736.0,54870.0,0.7789,0.7464,0.7604,12.74,14.14,3.03,14.43,1.63,1.36,4.04,14.65
2,2885.0,SJU,LUIS MUNOZ MARIN INTL,Aeropuerto Int'l Luis Mu�oz Marin,Airport,ASO,#NAME?,SAN JUAN,PR,Federalized/Commercial,18.439295,-66.002004,Yes,2006,257.0,233.0,63.0,44.0,55707.0,52948.0,0.8054,0.7446,0.7611,11.61,15.75,4.28,14.34,1.73,1.29,4.19,14.17
3,2885.0,SJU,LUIS MUNOZ MARIN INTL,Aeropuerto Int'l Luis Mu�oz Marin,Airport,ASO,#NAME?,SAN JUAN,PR,Federalized/Commercial,18.439295,-66.002004,Yes,2007,307.0,278.0,70.0,42.0,47987.0,47246.0,0.8014,0.7522,0.7414,12.53,15.22,3.16,14.97,1.55,1.71,4.09,16.31
4,2885.0,SJU,LUIS MUNOZ MARIN INTL,Aeropuerto Int'l Luis Mu�oz Marin,Airport,ASO,#NAME?,SAN JUAN,PR,Federalized/Commercial,18.439295,-66.002004,Yes,2008,238.0,197.0,78.0,29.0,44493.0,43448.0,0.8004,0.781,0.7533,12.54,14.22,1.85,13.59,1.64,1.25,3.75,15.18
5,2885.0,SJU,LUIS MUNOZ MARIN INTL,Aeropuerto Int'l Luis Mu�oz Marin,Airport,ASO,#NAME?,SAN JUAN,PR,Federalized/Commercial,18.439295,-66.002004,Yes,2009,199.0,159.0,57.0,58.0,48418.0,46678.0,0.8168,0.8015,0.7999,11.44,13.29,1.43,12.28,1.22,0.95,2.88,11.77
6,2885.0,SJU,LUIS MUNOZ MARIN INTL,Aeropuerto Int'l Luis Mu�oz Marin,Airport,ASO,#NAME?,SAN JUAN,PR,Federalized/Commercial,18.439295,-66.002004,Yes,2010,258.0,207.0,82.0,45.0,47314.0,45781.0,0.7967,0.7815,0.7719,12.21,13.04,1.39,13.0,1.65,1.32,3.53,13.4
7,2885.0,SJU,LUIS MUNOZ MARIN INTL,Aeropuerto Int'l Luis Mu�oz Marin,Airport,ASO,#NAME?,SAN JUAN,PR,Federalized/Commercial,18.439295,-66.002004,Yes,2011,240.0,201.0,101.0,55.0,42803.0,42401.0,0.8179,0.7934,0.7899,10.86,13.23,1.96,12.07,1.45,1.57,3.67,12.28
8,2885.0,SJU,LUIS MUNOZ MARIN INTL,Aeropuerto Int'l Luis Mu�oz Marin,Airport,ASO,#NAME?,SAN JUAN,PR,Federalized/Commercial,18.439295,-66.002004,Yes,2012,174.0,141.0,62.0,41.0,44716.0,43985.0,0.8417,0.8228,0.8181,9.55,13.15,1.82,10.55,1.41,1.33,2.89,10.64
9,2885.0,SJU,LUIS MUNOZ MARIN INTL,Aeropuerto Int'l Luis Mu�oz Marin,Airport,ASO,#NAME?,SAN JUAN,PR,Federalized/Commercial,18.439295,-66.002004,Yes,2013,127.0,94.0,65.0,64.0,42902.0,42175.0,0.8058,0.7808,0.784,12.31,13.56,2.2,13.52,1.78,1.41,2.86,12.96
10,2885.0,SJU,LUIS MUNOZ MARIN INTL,Aeropuerto Int'l Luis Mu�oz Marin,Airport,ASO,#NAME?,SAN JUAN,PR,Federalized/Commercial,18.439295,-66.002004,Yes,2014,280.0,241.0,72.0,31.0,43671.0,42965.0,0.8056,0.7784,0.7815,11.71,12.89,1.88,13.13,1.81,1.0,2.93,12.79
11,976.0,OGG,KAHULUI,Kahului Airport,Airport,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,20.89865,-156.430458,Yes,2004,63.0,45.0,33.0,16.0,8355.0,8424.0,0.8645,0.8773,0.847,8.23,7.85,0.46,7.71,4.59,0.54,3.37,9.78
12,976.0,OGG,KAHULUI,Kahului Airport,Airport,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,20.89865,-156.430458,Yes,2005,42.0,24.0,16.0,16.0,35626.0,36108.0,0.8639,0.8669,0.8337,7.89,8.28,0.76,7.78,3.52,1.26,4.21,9.85
13,976.0,OGG,KAHULUI,Kahului Airport,Airport,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,20.89865,-156.430458,Yes,2006,292.0,257.0,22.0,18.0,37108.0,37218.0,0.882,0.8807,0.8596,6.69,7.75,1.05,6.89,2.9,0.82,3.7,8.01
14,976.0,OGG,KAHULUI,Kahului Airport,Airport,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,20.89865,-156.430458,Yes,2007,223.0,190.0,10.0,16.0,37476.0,35402.0,0.8871,0.8836,0.8719,7.57,7.52,1.04,7.9,2.63,0.62,3.15,7.89
15,976.0,OGG,KAHULUI,Kahului Airport,Airport,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,20.89865,-156.430458,Yes,2008,287.0,258.0,24.0,22.0,32036.0,29420.0,0.8755,0.8593,0.8606,9.61,7.79,1.56,10.54,1.86,0.93,3.52,8.6
16,976.0,OGG,KAHULUI,Kahului Airport,Airport,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,20.89865,-156.430458,Yes,2009,106.0,80.0,20.0,18.0,30677.0,30193.0,0.8957,0.8853,0.8749,6.28,8.01,1.28,6.9,1.51,0.68,3.64,7.12
17,976.0,OGG,KAHULUI,Kahului Airport,Airport,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,20.89865,-156.430458,Yes,2010,116.0,80.0,19.0,27.0,27206.0,27084.0,0.9029,0.8901,0.8718,5.81,8.47,1.56,6.54,1.43,0.75,3.94,7.15
18,976.0,OGG,KAHULUI,Kahului Airport,Airport,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,20.89865,-156.430458,Yes,2011,139.0,106.0,23.0,27.0,27142.0,27090.0,0.9097,0.8974,0.8803,6.12,8.61,1.46,6.85,1.24,0.62,3.18,7.25
19,976.0,OGG,KAHULUI,Kahului Airport,Airport,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,20.89865,-156.430458,Yes,2012,125.0,91.0,48.0,37.0,31181.0,31051.0,0.9,0.8883,0.8747,6.47,8.59,1.51,7.21,0.95,0.9,3.51,7.48
20,976.0,OGG,KAHULUI,Kahului Airport,Airport,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,20.89865,-156.430458,Yes,2013,210.0,168.0,40.0,39.0,30069.0,29737.0,0.8871,0.8743,0.8589,7.26,8.64,1.53,8.0,1.01,1.01,3.48,8.36
21,976.0,OGG,KAHULUI,Kahului Airport,Airport,AWP,MAUI,KAHULUI,HI,Federalized/Commercial,20.89865,-156.430458,Yes,2014,114.0,85.0,34.0,35.0,34163.0,33547.0,0.9007,0.8881,0.8784,5.8,8.58,1.39,6.44,1.71,0.87,3.85,7.18
22,975.0,HNL,HONOLULU INTL,Honolulu Int'l Airport,Airport,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,21.318681,-157.922429,Yes,2004,96.0,89.0,33.0,41.0,92661.0,91206.0,0.8673,0.8664,0.836,11.26,14.96,1.17,11.37,3.51,0.86,4.15,10.69
23,975.0,HNL,HONOLULU INTL,Honolulu Int'l Airport,Airport,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,21.318681,-157.922429,Yes,2005,92.0,81.0,26.0,49.0,97359.0,95239.0,0.8672,0.8734,0.8282,10.75,12.79,0.8,10.5,2.73,1.65,3.68,10.19
24,975.0,HNL,HONOLULU INTL,Honolulu Int'l Airport,Airport,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,21.318681,-157.922429,Yes,2006,608.0,568.0,20.0,53.0,101458.0,100974.0,0.8861,0.879,0.8495,7.2,12.37,1.63,7.75,2.59,0.87,3.47,8.55
25,975.0,HNL,HONOLULU INTL,Honolulu Int'l Airport,Airport,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,21.318681,-157.922429,Yes,2007,407.0,416.0,23.0,43.0,102986.0,111266.0,0.8858,0.8823,0.8633,7.77,11.93,1.36,8.11,2.38,0.81,2.95,9.14
26,975.0,HNL,HONOLULU INTL,Honolulu Int'l Airport,Airport,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,21.318681,-157.922429,Yes,2008,463.0,484.0,47.0,50.0,91217.0,100500.0,0.8652,0.8433,0.8411,8.23,11.9,2.02,9.48,2.11,1.25,3.56,10.0
27,975.0,HNL,HONOLULU INTL,Honolulu Int'l Airport,Airport,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,21.318681,-157.922429,Yes,2009,250.0,260.0,58.0,83.0,90128.0,91124.0,0.8678,0.8394,0.8452,7.5,12.35,2.25,8.95,1.88,1.47,4.24,9.04
28,975.0,HNL,HONOLULU INTL,Honolulu Int'l Airport,Airport,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,21.318681,-157.922429,Yes,2010,225.0,214.0,70.0,70.0,83392.0,83811.0,0.8789,0.8535,0.8461,6.95,12.65,2.26,8.28,1.99,1.62,4.37,8.91
29,975.0,HNL,HONOLULU INTL,Honolulu Int'l Airport,Airport,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,21.318681,-157.922429,Yes,2011,369.0,361.0,56.0,54.0,83128.0,83426.0,0.8815,0.8611,0.8678,7.0,12.66,1.96,8.09,1.79,1.09,3.35,7.99
30,975.0,HNL,HONOLULU INTL,Honolulu Int'l Airport,Airport,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,21.318681,-157.922429,Yes,2012,258.0,269.0,55.0,62.0,88261.0,88228.0,0.8791,0.8523,0.8629,7.32,13.0,2.24,8.67,1.49,1.32,3.22,8.0
31,975.0,HNL,HONOLULU INTL,Honolulu Int'l Airport,Airport,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,21.318681,-157.922429,Yes,2013,448.0,457.0,57.0,52.0,87945.0,87896.0,0.8734,0.8479,0.8504,7.96,13.32,2.27,9.3,1.64,1.3,3.28,9.23
32,975.0,HNL,HONOLULU INTL,Honolulu Int'l Airport,Airport,AWP,HONOLULU,HONOLULU,HI,Federalized/Commercial,21.318681,-157.922429,Yes,2014,179.0,166.0,64.0,78.0,90752.0,88621.0,0.8882,0.86,0.8577,6.45,13.52,2.31,7.84,1.91,1.17,3.5,8.22
33,825.0,MIA,MIAMI INTL,Miami Int'l Airport,Airport,ASO,DADE,MIAMI,FL,Federalized/Commercial,25.795361,-80.290111,Yes,2004,1215.0,1163.0,128.0,108.0,154709.0,144138.0,0.7605,0.7282,0.7661,15.18,16.39,3.01,17.01,2.14,2.28,3.83,14.57
34,825.0,MIA,MIAMI INTL,Miami Int'l Airport,Airport,ASO,DADE,MIAMI,FL,Federalized/Commercial,25.795361,-80.290111,Yes,2005,1483.0,1448.0,188.0,164.0,153661.0,143341.0,0.722,0.68,0.7242,18.06,15.95,3.59,20.6,2.53,2.74,4.46,16.64
35,825.0,MIA,MIAMI INTL,Miami Int'l Airport,Airport,ASO,DADE,MIAMI,FL,Federalized/Commercial,25.795361,-80.290111,Yes,2006,748.0,751.0,175.0,151.0,155326.0,149223.0,0.7484,0.7075,0.7422,16.66,15.92,3.44,19.22,2.22,2.37,3.89,16.12
36,825.0,MIA,MIAMI INTL,Miami Int'l Airport,Airport,ASO,DADE,MIAMI,FL,Federalized/Commercial,25.795361,-80.290111,Yes,2007,844.0,849.0,185.0,120.0,153621.0,149731.0,0.7052,0.6584,0.6889,19.39,15.76,3.49,22.27,1.94,2.53,4.21,19.91
37,825.0,MIA,MIAMI INTL,Miami Int'l Airport,Airport,ASO,DADE,MIAMI,FL,Federalized/Commercial,25.795361,-80.290111,Yes,2008,787.0,795.0,176.0,131.0,148383.0,140270.0,0.7026,0.6571,0.6766,20.11,16.0,3.37,23.01,2.9,2.86,5.23,20.97
38,825.0,MIA,MIAMI INTL,Miami Int'l Airport,Airport,ASO,DADE,MIAMI,FL,Federalized/Commercial,25.795361,-80.290111,Yes,2009,572.0,570.0,221.0,185.0,145748.0,134669.0,0.7137,0.6763,0.7213,18.89,15.7,3.03,21.25,3.05,2.87,4.73,17.31
39,825.0,MIA,MIAMI INTL,Miami Int'l Airport,Airport,ASO,DADE,MIAMI,FL,Federalized/Commercial,25.795361,-80.290111,Yes,2010,1079.0,1079.0,233.0,177.0,155714.0,145274.0,0.7268,0.6765,0.7521,18.32,16.13,3.54,21.14,2.86,2.85,3.86,15.25
40,825.0,MIA,MIAMI INTL,Miami Int'l Airport,Airport,ASO,DADE,MIAMI,FL,Federalized/Commercial,25.795361,-80.290111,Yes,2011,1458.0,1522.0,372.0,278.0,164184.0,155362.0,0.735,0.6871,0.7666,17.8,16.2,3.43,20.51,2.59,2.25,3.43,14.36
41,825.0,MIA,MIAMI INTL,Miami Int'l Airport,Airport,ASO,DADE,MIAMI,FL,Federalized/Commercial,25.795361,-80.290111,Yes,2012,921.0,960.0,247.0,237.0,162815.0,157000.0,0.7445,0.6962,0.7651,16.92,16.25,3.5,19.61,2.21,2.56,3.31,14.94
42,825.0,MIA,MIAMI INTL,Miami Int'l Airport,Airport,ASO,DADE,MIAMI,FL,Federalized/Commercial,25.795361,-80.290111,Yes,2013,564.0,596.0,270.0,203.0,166455.0,159690.0,0.7684,0.7153,0.7821,14.58,16.41,3.68,17.44,2.17,2.35,3.2,14.02
43,825.0,MIA,MIAMI INTL,Miami Int'l Airport,Airport,ASO,DADE,MIAMI,FL,Federalized/Commercial,25.795361,-80.290111,Yes,2014,835.0,948.0,283.0,337.0,168629.0,164346.0,0.7783,0.7172,0.7825,14.23,17.11,4.28,17.44,2.8,2.4,3.81,14.61
44,801.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,Ft Lauderdale/Hollywood Int'l Arpt,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,26.072596,-80.152741,Yes,2004,987.0,963.0,199.0,124.0,106389.0,106749.0,0.7699,0.7044,0.7454,13.27,16.27,4.67,16.89,3.5,0.93,3.83,14.38
45,801.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,Ft Lauderdale/Hollywood Int'l Arpt,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,26.072596,-80.152741,Yes,2005,1367.0,1302.0,205.0,187.0,121481.0,120277.0,0.7194,0.6436,0.7197,16.6,16.78,5.4,20.96,3.67,1.2,4.13,16.34
46,801.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,Ft Lauderdale/Hollywood Int'l Arpt,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,26.072596,-80.152741,Yes,2006,526.0,501.0,238.0,121.0,111601.0,110317.0,0.7736,0.7279,0.7762,13.13,15.28,3.83,15.92,3.58,1.04,3.22,12.77
47,801.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,Ft Lauderdale/Hollywood Int'l Arpt,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,26.072596,-80.152741,Yes,2007,709.0,674.0,232.0,130.0,117119.0,116401.0,0.7411,0.6724,0.7247,15.62,15.72,4.45,19.4,2.56,1.24,3.68,16.31
48,801.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,Ft Lauderdale/Hollywood Int'l Arpt,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,26.072596,-80.152741,Yes,2008,542.0,500.0,235.0,197.0,113379.0,112391.0,0.755,0.6863,0.7326,15.67,16.59,4.77,19.63,2.8,1.21,4.13,16.04
49,801.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,Ft Lauderdale/Hollywood Int'l Arpt,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,26.072596,-80.152741,Yes,2009,381.0,376.0,225.0,128.0,102633.0,101149.0,0.7687,0.7213,0.7719,14.02,15.75,3.68,16.81,2.95,1.29,3.67,13.33
50,801.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,Ft Lauderdale/Hollywood Int'l Arpt,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,26.072596,-80.152741,Yes,2010,750.0,733.0,202.0,126.0,104078.0,102652.0,0.772,0.7276,0.7713,14.17,15.13,3.24,16.71,3.04,1.06,3.21,13.67
51,801.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,Ft Lauderdale/Hollywood Int'l Arpt,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,26.072596,-80.152741,Yes,2011,767.0,745.0,206.0,128.0,104576.0,103097.0,0.7665,0.7049,0.7647,14.5,15.87,4.16,17.8,2.08,1.12,3.46,14.28
52,801.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,Ft Lauderdale/Hollywood Int'l Arpt,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,26.072596,-80.152741,Yes,2012,537.0,500.0,182.0,166.0,106550.0,106006.0,0.7756,0.7149,0.7693,15.41,16.12,4.3,18.71,2.06,0.93,3.27,14.17
53,801.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,Ft Lauderdale/Hollywood Int'l Arpt,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,26.072596,-80.152741,Yes,2013,410.0,401.0,219.0,206.0,104830.0,104066.0,0.7426,0.6766,0.7342,16.57,16.74,4.47,20.12,2.26,1.15,3.9,16.12
54,801.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,Ft Lauderdale/Hollywood Int'l Arpt,Airport,ASO,BROWARD,FORT LAUDERDALE,FL,Federalized/Commercial,26.072596,-80.152741,Yes,2014,875.0,894.0,206.0,157.0,106272.0,105742.0,0.729,0.6799,0.7434,16.55,15.94,3.58,19.36,2.43,1.21,3.88,15.53
55,857.0,RSW,SOUTHWEST FLORIDA INTL,Southwest Florida Int'l Airport,Airport,ASO,LEE,FORT MYERS,FL,Federalized/Commercial,26.536167,-81.755167,Yes,2004,270.0,230.0,48.0,56.0,9204.0,9199.0,0.8228,0.8101,0.756,10.72,12.93,2.09,11.69,1.64,0.82,3.39,13.63
56,857.0,RSW,SOUTHWEST FLORIDA INTL,Southwest Florida Int'l Airport,Airport,ASO,LEE,FORT MYERS,FL,Federalized/Commercial,26.536167,-81.755167,Yes,2005,349.0,331.0,63.0,34.0,39361.0,39446.0,0.7828,0.7557,0.7208,12.86,13.46,2.76,14.55,2.1,1.6,4.89,14.91
57,857.0,RSW,SOUTHWEST FLORIDA INTL,Southwest Florida Int'l Airport,Airport,ASO,LEE,FORT MYERS,FL,Federalized/Commercial,26.536167,-81.755167,Yes,2006,179.0,152.0,89.0,70.0,38541.0,38574.0,0.7949,0.7687,0.7364,12.31,12.88,2.44,13.94,2.49,1.79,4.82,13.96
58,857.0,RSW,SOUTHWEST FLORIDA INTL,Southwest Florida Int'l Airport,Airport,ASO,LEE,FORT MYERS,FL,Federalized/Commercial,26.536167,-81.755167,Yes,2007,247.0,231.0,79.0,48.0,40564.0,40640.0,0.7825,0.7528,0.7281,13.44,12.63,2.64,15.27,2.62,1.41,4.86,14.86
59,857.0,RSW,SOUTHWEST FLORIDA INTL,Southwest Florida Int'l Airport,Airport,ASO,LEE,FORT MYERS,FL,Federalized/Commercial,26.536167,-81.755167,Yes,2008,250.0,220.0,79.0,67.0,38640.0,38758.0,0.8106,0.7892,0.7679,12.09,12.21,2.21,13.54,2.05,0.54,4.4,13.18
60,857.0,RSW,SOUTHWEST FLORIDA INTL,Southwest Florida Int'l Airport,Airport,ASO,LEE,FORT MYERS,FL,Federalized/Commercial,26.536167,-81.755167,Yes,2009,163.0,140.0,80.0,40.0,35902.0,35903.0,0.8298,0.8077,0.7976,10.47,11.98,2.2,11.86,2.3,0.75,3.7,11.06
61,857.0,RSW,SOUTHWEST FLORIDA INTL,Southwest Florida Int'l Airport,Airport,ASO,LEE,FORT MYERS,FL,Federalized/Commercial,26.536167,-81.755167,Yes,2010,347.0,323.0,64.0,57.0,36391.0,36472.0,0.833,0.81,0.7882,10.55,11.97,2.23,12.01,2.46,0.86,3.58,11.72
62,857.0,RSW,SOUTHWEST FLORIDA INTL,Southwest Florida Int'l Airport,Airport,ASO,LEE,FORT MYERS,FL,Federalized/Commercial,26.536167,-81.755167,Yes,2011,296.0,241.0,88.0,73.0,36450.0,36385.0,0.8199,0.7929,0.7812,11.34,12.13,2.42,12.89,2.28,0.94,3.67,12.27
63,857.0,RSW,SOUTHWEST FLORIDA INTL,Southwest Florida Int'l Airport,Airport,ASO,LEE,FORT MYERS,FL,Federalized/Commercial,26.536167,-81.755167,Yes,2012,189.0,165.0,48.0,43.0,34601.0,34659.0,0.8523,0.8297,0.811,8.99,11.97,2.24,10.33,2.13,0.88,3.24,10.36
64,857.0,RSW,SOUTHWEST FLORIDA INTL,Southwest Florida Int'l Airport,Airport,ASO,LEE,FORT MYERS,FL,Federalized/Commercial,26.536167,-81.755167,Yes,2013,156.0,138.0,76.0,59.0,35396.0,35252.0,0.8139,0.788,0.7735,11.66,12.21,2.34,13.25,2.19,1.03,3.88,12.59
65,857.0,RSW,SOUTHWEST FLORIDA INTL,Southwest Florida Int'l Airport,Airport,ASO,LEE,FORT MYERS,FL,Federalized/Commercial,26.536167,-81.755167,Yes,2014,384.0,350.0,92.0,82.0,34687.0,34572.0,0.7816,0.7525,0.7558,13.91,12.31,2.45,15.67,2.61,1.02,3.93,14.58
66,843.0,PBI,PALM BEACH INTL,Palm Beach Int'l Airport,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Federalized/Commercial,26.683167,-80.095583,Yes,2004,416.0,416.0,80.0,26.0,44816.0,43468.0,0.7396,0.7109,0.6915,12.92,12.81,2.75,14.74,3.02,0.44,4.16,16.45
67,843.0,PBI,PALM BEACH INTL,Palm Beach Int'l Airport,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Federalized/Commercial,26.683167,-80.095583,Yes,2005,415.0,398.0,87.0,48.0,44764.0,42951.0,0.6871,0.655,0.6567,16.2,12.58,2.78,18.29,3.19,0.76,4.82,18.74
68,843.0,PBI,PALM BEACH INTL,Palm Beach Int'l Airport,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Federalized/Commercial,26.683167,-80.095583,Yes,2006,205.0,171.0,106.0,31.0,45031.0,43552.0,0.7026,0.6656,0.6858,15.15,13.13,3.17,17.54,2.37,0.8,4.01,16.47
69,843.0,PBI,PALM BEACH INTL,Palm Beach Int'l Airport,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Federalized/Commercial,26.683167,-80.095583,Yes,2007,361.0,359.0,116.0,42.0,47394.0,46148.0,0.6927,0.6576,0.6611,16.42,13.26,2.99,18.71,2.71,0.87,4.64,18.65
70,843.0,PBI,PALM BEACH INTL,Palm Beach Int'l Airport,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Federalized/Commercial,26.683167,-80.095583,Yes,2008,255.0,238.0,118.0,44.0,43427.0,42451.0,0.6972,0.6686,0.6665,17.29,13.0,2.54,19.21,2.35,0.89,5.02,18.72
71,843.0,PBI,PALM BEACH INTL,Palm Beach Int'l Airport,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Federalized/Commercial,26.683167,-80.095583,Yes,2009,222.0,193.0,88.0,56.0,35423.0,34681.0,0.7105,0.6857,0.6971,16.04,12.71,2.52,17.76,1.78,0.75,4.3,16.59
72,843.0,PBI,PALM BEACH INTL,Palm Beach Int'l Airport,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Federalized/Commercial,26.683167,-80.095583,Yes,2010,478.0,454.0,78.0,54.0,36664.0,35608.0,0.7167,0.6927,0.6965,15.53,12.52,2.25,17.02,1.96,0.76,3.76,16.68
73,843.0,PBI,PALM BEACH INTL,Palm Beach Int'l Airport,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Federalized/Commercial,26.683167,-80.095583,Yes,2011,380.0,344.0,102.0,47.0,36530.0,35262.0,0.7117,0.6872,0.6989,15.65,12.62,2.35,17.2,1.96,0.65,3.61,16.5
74,843.0,PBI,PALM BEACH INTL,Palm Beach Int'l Airport,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Federalized/Commercial,26.683167,-80.095583,Yes,2012,218.0,201.0,58.0,54.0,35521.0,34510.0,0.7188,0.6917,0.7044,14.72,12.94,2.49,16.4,2.13,0.75,3.39,15.79
75,843.0,PBI,PALM BEACH INTL,Palm Beach Int'l Airport,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Federalized/Commercial,26.683167,-80.095583,Yes,2013,164.0,159.0,79.0,40.0,35800.0,34995.0,0.6705,0.6426,0.662,17.67,13.02,2.2,19.45,2.2,0.64,4.18,18.01
76,843.0,PBI,PALM BEACH INTL,Palm Beach Int'l Airport,Airport,ASO,PALM BEACH,WEST PALM BEACH,FL,Federalized/Commercial,26.683167,-80.095583,Yes,2014,429.0,414.0,88.0,56.0,37466.0,36904.0,0.6586,0.6297,0.6439,18.58,13.11,2.21,20.42,2.93,0.78,5.03,20.17
77,864.0,TPA,TAMPA INTL,Tampa Int'l Airport,Airport,ASO,HILLSBOROUGH,TAMPA,FL,Federalized/Commercial,27.975472,-82.53325,Yes,2004,1167.0,1016.0,154.0,139.0,100556.0,100312.0,0.8245,0.8023,0.7921,9.85,11.88,2.39,11.53,2.24,0.7,3.1,11.3
78,864.0,TPA,TAMPA INTL,Tampa Int'l Airport,Airport,ASO,HILLSBOROUGH,TAMPA,FL,Federalized/Commercial,27.975472,-82.53325,Yes,2005,771.0,746.0,212.0,103.0,111899.0,111953.0,0.7996,0.7656,0.7696,11.39,12.17,3.12,13.76,2.58,1.03,3.52,12.84
79,864.0,TPA,TAMPA INTL,Tampa Int'l Airport,Airport,ASO,HILLSBOROUGH,TAMPA,FL,Federalized/Commercial,27.975472,-82.53325,Yes,2006,427.0,356.0,197.0,189.0,106426.0,106040.0,0.8129,0.7871,0.7869,10.78,12.13,2.87,12.7,2.48,0.93,3.0,11.87
80,864.0,TPA,TAMPA INTL,Tampa Int'l Airport,Airport,ASO,HILLSBOROUGH,TAMPA,FL,Federalized/Commercial,27.975472,-82.53325,Yes,2007,705.0,655.0,186.0,121.0,107523.0,107579.0,0.7903,0.762,0.7542,12.55,12.03,2.78,14.49,2.19,0.89,3.51,14.26
81,864.0,TPA,TAMPA INTL,Tampa Int'l Airport,Airport,ASO,HILLSBOROUGH,TAMPA,FL,Federalized/Commercial,27.975472,-82.53325,Yes,2008,727.0,654.0,194.0,182.0,100289.0,100528.0,0.7983,0.7684,0.7672,12.39,12.19,2.85,14.37,1.3,0.89,3.7,13.76
82,864.0,TPA,TAMPA INTL,Tampa Int'l Airport,Airport,ASO,HILLSBOROUGH,TAMPA,FL,Federalized/Commercial,27.975472,-82.53325,Yes,2009,349.0,307.0,201.0,102.0,83888.0,84140.0,0.8154,0.7875,0.7965,10.86,12.05,2.59,12.64,1.08,0.74,3.0,11.51
