,Airport,FAA REGION,Departure Cancellations,Arrival Cancellations,Departure Diversions,Arrival Diversions,departures for metric computation,arrivals for metric computation,percent on-time gate departures,percent on-time airport departures,percent on-time gate arrivals,average_gate_departure_delay,average_taxi_out_time,average taxi out delay,average airport departure delay,average airborne delay,average taxi in delay,average block delay,average gate arrival delay,Arrival Percentage,Departure Percentage,No Diversion Percentage,Overall Chance of No Problems
25,HNL,AWP,407.0,416.0,23.0,43.0,102986.0,111266.0,0.8858,0.8823,0.8633,7.77,11.93,1.36,8.11,2.38,0.81,2.95,9.14,0.996261211871,0.996048006525,0.999383903067,0.997231040488
26,HNL,AWP,463.0,484.0,47.0,50.0,91217.0,100500.0,0.8652,0.8433,0.8411,8.23,11.9,2.02,9.48,2.11,1.25,3.56,10.0,0.995184079602,0.994924191763,0.998988091823,0.996365454396
27,HNL,AWP,250.0,260.0,58.0,83.0,90128.0,91124.0,0.8678,0.8394,0.8452,7.5,12.35,2.25,8.95,1.88,1.47,4.24,9.04,0.997146745095,0.997226167229,0.998444155099,0.997605689141
28,HNL,AWP,225.0,214.0,70.0,70.0,83392.0,83811.0,0.8789,0.8535,0.8461,6.95,12.65,2.26,8.28,1.99,1.62,4.37,8.91,0.997446635883,0.997301899463,0.998325388899,0.997691308081
29,HNL,AWP,369.0,361.0,56.0,54.0,83128.0,83426.0,0.8815,0.8611,0.8678,7.0,12.66,1.96,8.09,1.79,1.09,3.35,7.99,0.995672811833,0.995561062458,0.998679107076,0.996637660456
30,HNL,AWP,258.0,269.0,55.0,62.0,88261.0,88228.0,0.8791,0.8523,0.8629,7.32,13.0,2.24,8.67,1.49,1.32,3.22,8.0,0.996951081289,0.997076851611,0.998674138332,0.997567357077
31,HNL,AWP,448.0,457.0,57.0,52.0,87945.0,87896.0,0.8734,0.8479,0.8504,7.96,13.32,2.27,9.3,1.64,1.3,3.28,9.23,0.994800673523,0.994905907101,0.998760243629,0.996155608084
32,HNL,AWP,179.0,166.0,64.0,78.0,90752.0,88621.0,0.8882,0.86,0.8577,6.45,13.52,2.31,7.84,1.91,1.17,3.5,8.22,0.998126854809,0.998027591678,0.998416707085,0.998190384524
33,MIA,ASO,1215.0,1163.0,128.0,108.0,154709.0,144138.0,0.7605,0.7282,0.7661,15.18,16.39,3.01,17.01,2.14,2.28,3.83,14.57,0.991931343574,0.992146546096,0.998420596493,0.994166162054
34,MIA,ASO,1483.0,1448.0,188.0,164.0,153661.0,143341.0,0.722,0.68,0.7242,18.06,15.95,3.59,20.6,2.53,2.74,4.46,16.64,0.989898214747,0.990348884883,0.997629645592,0.99262558174
35,MIA,ASO,748.0,751.0,175.0,151.0,155326.0,149223.0,0.7484,0.7075,0.7422,16.66,15.92,3.44,19.22,2.22,2.37,3.89,16.12,0.99496726376,0.995184322007,0.997859129401,0.996003571722
36,MIA,ASO,844.0,849.0,185.0,120.0,153621.0,149731.0,0.7052,0.6584,0.6889,19.39,15.76,3.49,22.27,1.94,2.53,4.21,19.91,0.994329831498,0.994505959472,0.997989134735,0.995608308568
37,MIA,ASO,787.0,795.0,176.0,131.0,148383.0,140270.0,0.7026,0.6571,0.6766,20.11,16.0,3.37,23.01,2.9,2.86,5.23,20.97,0.994332359022,0.994696157916,0.997872878508,0.995633798482
38,MIA,ASO,572.0,570.0,221.0,185.0,145748.0,134669.0,0.7137,0.6763,0.7213,18.89,15.7,3.03,21.25,3.05,2.87,4.73,17.31,0.99576740007,0.996075417844,0.997104312506,0.99631571014
39,MIA,ASO,1079.0,1079.0,233.0,177.0,155714.0,145274.0,0.7268,0.6765,0.7521,18.32,16.13,3.54,21.14,2.86,2.85,3.86,15.25,0.992572655809,0.993070629487,0.997275638896,0.994306308064
40,MIA,ASO,1458.0,1522.0,372.0,278.0,164184.0,155362.0,0.735,0.6871,0.7666,17.8,16.2,3.43,20.51,2.59,2.25,3.43,14.36,0.990203524671,0.991119719339,0.995931728139,0.99241832405
41,MIA,ASO,921.0,960.0,247.0,237.0,162815.0,157000.0,0.7445,0.6962,0.7651,16.92,16.25,3.5,19.61,2.21,2.56,3.31,14.94,0.993885350318,0.99434327304,0.99697325016,0.995067291173
42,MIA,ASO,564.0,596.0,270.0,203.0,166455.0,159690.0,0.7684,0.7153,0.7821,14.58,16.41,3.68,17.44,2.17,2.35,3.2,14.02,0.996267768802,0.996611696855,0.997099449631,0.996659638429
43,MIA,ASO,835.0,948.0,283.0,337.0,168629.0,164346.0,0.7783,0.7172,0.7825,14.23,17.11,4.28,17.44,2.8,2.4,3.81,14.61,0.994231681939,0.9950483013,0.996275996696,0.995185326645
44,FLL,ASO,987.0,963.0,199.0,124.0,106389.0,106749.0,0.7699,0.7044,0.7454,13.27,16.27,4.67,16.89,3.5,0.93,3.83,14.38,0.990978838209,0.990722725094,0.996969099832,0.992890221045
45,FLL,ASO,1367.0,1302.0,205.0,187.0,121481.0,120277.0,0.7194,0.6436,0.7197,16.6,16.78,5.4,20.96,3.67,1.2,4.13,16.34,0.989174987737,0.988747211498,0.996757087666,0.9915597623
46,FLL,ASO,526.0,501.0,238.0,121.0,111601.0,110317.0,0.7736,0.7279,0.7762,13.13,15.28,3.83,15.92,3.58,1.04,3.22,12.77,0.995458542201,0.995286780584,0.996764570697,0.995836631161
47,FLL,ASO,709.0,674.0,232.0,130.0,117119.0,116401.0,0.7411,0.6724,0.7247,15.62,15.72,4.45,19.4,2.56,1.24,3.68,16.31,0.994209671738,0.993946328094,0.996899623159,0.995018540997
48,FLL,ASO,542.0,500.0,235.0,197.0,113379.0,112391.0,0.755,0.6863,0.7326,15.67,16.59,4.77,19.63,2.8,1.21,4.13,16.04,0.995551245206,0.99521957329,0.996173096514,0.99564797167
49,FLL,ASO,381.0,376.0,225.0,128.0,102633.0,101149.0,0.7687,0.7213,0.7719,14.02,15.75,3.68,16.81,2.95,1.29,3.67,13.33,0.996282711643,0.996287743708,0.996535513441,0.996368656264
50,FLL,ASO,750.0,733.0,202.0,126.0,104078.0,102652.0,0.772,0.7276,0.7713,14.17,15.13,3.24,16.71,3.04,1.06,3.21,13.67,0.99285936952,0.992793866139,0.99682677889,0.99416000485
51,FLL,ASO,767.0,745.0,206.0,128.0,104576.0,103097.0,0.7665,0.7049,0.7647,14.5,15.87,4.16,17.8,2.08,1.12,3.46,14.28,0.992773795552,0.992665621175,0.996783404679,0.994074273802
52,FLL,ASO,537.0,500.0,182.0,166.0,106550.0,106006.0,0.7756,0.7149,0.7693,15.41,16.12,4.3,18.71,2.06,0.93,3.27,14.17,0.995283285852,0.994960112623,0.996725568791,0.995656322422
53,FLL,ASO,410.0,401.0,219.0,206.0,104830.0,104066.0,0.7426,0.6766,0.7342,16.57,16.74,4.47,20.12,2.26,1.15,3.9,16.12,0.996146676148,0.996088905848,0.995930989583,0.99605552386
54,FLL,ASO,875.0,894.0,206.0,157.0,106272.0,105742.0,0.729,0.6799,0.7434,16.55,15.94,3.58,19.36,2.43,1.21,3.88,15.53,0.991545459704,0.99176641072,0.996575697831,0.993295856085
55,RSW,ASO,270.0,230.0,48.0,56.0,9204.0,9199.0,0.8228,0.8101,0.756,10.72,12.93,2.09,11.69,1.64,0.82,3.39,13.63,0.974997282313,0.970664928292,0.988697494974,0.97811990186
56,RSW,ASO,349.0,331.0,63.0,34.0,39361.0,39446.0,0.7828,0.7557,0.7208,12.86,13.46,2.76,14.55,2.1,1.6,4.89,14.91,0.991608781626,0.991133355352,0.997538289746,0.993426808908
57,RSW,ASO,179.0,152.0,89.0,70.0,38541.0,38574.0,0.7949,0.7687,0.7364,12.31,12.88,2.44,13.94,2.49,1.79,4.82,13.96,0.996059521958,0.99535559534,0.99587628866,0.995763801986
58,RSW,ASO,247.0,231.0,79.0,48.0,40564.0,40640.0,0.7825,0.7528,0.7281,13.44,12.63,2.64,15.27,2.62,1.41,4.86,14.86,0.994315944882,0.993910856917,0.996872075267,0.995032959022
59,RSW,ASO,250.0,220.0,79.0,67.0,38640.0,38758.0,0.8106,0.7892,0.7679,12.09,12.21,2.21,13.54,2.05,0.54,4.4,13.18,0.994323752516,0.993530020704,0.996227292695,0.994693688638
60,RSW,ASO,163.0,140.0,80.0,40.0,35902.0,35903.0,0.8298,0.8077,0.7976,10.47,11.98,2.2,11.86,2.3,0.75,3.7,11.06,0.996100604406,0.99545986296,0.996657614372,0.996072693913
61,RSW,ASO,347.0,323.0,64.0,57.0,36391.0,36472.0,0.833,0.81,0.7882,10.55,11.97,2.23,12.01,2.46,0.86,3.58,11.72,0.991143891204,0.990464675332,0.996678698379,0.992762421638
62,RSW,ASO,296.0,241.0,88.0,73.0,36450.0,36385.0,0.8199,0.7929,0.7812,11.34,12.13,2.42,12.89,2.28,0.94,3.67,12.27,0.99337639137,0.991879286694,0.995579048534,0.993611575533
63,RSW,ASO,189.0,165.0,48.0,43.0,34601.0,34659.0,0.8523,0.8297,0.811,8.99,11.97,2.24,10.33,2.13,0.88,3.24,10.36,0.995239331775,0.994537730123,0.997372220618,0.995716427506
64,RSW,ASO,156.0,138.0,76.0,59.0,35396.0,35252.0,0.8139,0.788,0.7735,11.66,12.21,2.34,13.25,2.19,1.03,3.88,12.59,0.996085328492,0.995592722342,0.99617823576,0.995952095531
65,RSW,ASO,384.0,350.0,92.0,82.0,34687.0,34572.0,0.7816,0.7525,0.7558,13.91,12.31,2.45,15.67,2.61,1.02,3.93,14.58,0.989876200393,0.988929570156,0.994975382261,0.99126038427
66,PBI,ASO,416.0,416.0,80.0,26.0,44816.0,43468.0,0.7396,0.7109,0.6915,12.92,12.81,2.75,14.74,3.02,0.44,4.16,16.45,0.990429741419,0.990717600857,0.997598658874,0.992915333716
67,PBI,ASO,415.0,398.0,87.0,48.0,44764.0,42951.0,0.6871,0.655,0.6567,16.2,12.58,2.78,18.29,3.19,0.76,4.82,18.74,0.990733626691,0.990729157359,0.996921849171,0.99279487774
68,PBI,ASO,205.0,171.0,106.0,31.0,45031.0,43552.0,0.7026,0.6656,0.6858,15.15,13.13,3.17,17.54,2.37,0.8,4.01,16.47,0.996073659074,0.995447580556,0.996906855717,0.996142698449
69,PBI,ASO,361.0,359.0,116.0,42.0,47394.0,46148.0,0.6927,0.6576,0.6611,16.42,13.26,2.99,18.71,2.71,0.87,4.64,18.65,0.992220681286,0.992383002068,0.996621838319,0.993741840558
70,PBI,ASO,255.0,238.0,118.0,44.0,43427.0,42451.0,0.6972,0.6686,0.6665,17.29,13.0,2.54,19.21,2.35,0.89,5.02,18.72,0.994393536077,0.994128077003,0.996227206036,0.994916273039
71,PBI,ASO,222.0,193.0,88.0,56.0,35423.0,34681.0,0.7105,0.6857,0.6971,16.04,12.71,2.52,17.76,1.78,0.75,4.3,16.59,0.994434993224,0.993732885413,0.995891817871,0.994686565503
72,PBI,ASO,478.0,454.0,78.0,54.0,36664.0,35608.0,0.7167,0.6927,0.6965,15.53,12.52,2.25,17.02,1.96,0.76,3.76,16.68,0.987250056167,0.986962688196,0.996347133053,0.990186625805
73,PBI,ASO,380.0,344.0,102.0,47.0,36530.0,35262.0,0.7117,0.6872,0.6989,15.65,12.62,2.35,17.2,1.96,0.65,3.61,16.5,0.990244455788,0.989597591021,0.995849119679,0.991897055496
74,PBI,ASO,218.0,201.0,58.0,54.0,35521.0,34510.0,0.7188,0.6917,0.7044,14.72,12.94,2.49,16.4,2.13,0.75,3.39,15.79,0.994175601275,0.993862785395,0.996801416516,0.994946601062
75,PBI,ASO,164.0,159.0,79.0,40.0,35800.0,34995.0,0.6705,0.6426,0.662,17.67,13.02,2.2,19.45,2.2,0.64,4.18,18.01,0.995456493785,0.995418994413,0.996638180662,0.99583788962
76,PBI,ASO,429.0,414.0,88.0,56.0,37466.0,36904.0,0.6586,0.6297,0.6439,18.58,13.11,2.21,20.42,2.93,0.78,5.03,20.17,0.98878170388,0.988549618321,0.996127470754,0.991152930985
77,TPA,ASO,1167.0,1016.0,154.0,139.0,100556.0,100312.0,0.8245,0.8023,0.7921,9.85,11.88,2.39,11.53,2.24,0.7,3.1,11.3,0.989871600606,0.988394526433,0.99708266125,0.99178292943
78,TPA,ASO,771.0,746.0,212.0,103.0,111899.0,111953.0,0.7996,0.7656,0.7696,11.39,12.17,3.12,13.76,2.58,1.03,3.52,12.84,0.99333648942,0.993109857997,0.997185640512,0.994543995976
79,TPA,ASO,427.0,356.0,197.0,189.0,106426.0,106040.0,0.8129,0.7871,0.7869,10.78,12.13,2.87,12.7,2.48,0.93,3.0,11.87,0.996642776311,0.995987822525,0.99636647746,0.996332358765
80,TPA,ASO,705.0,655.0,186.0,121.0,107523.0,107579.0,0.7903,0.762,0.7542,12.55,12.03,2.78,14.49,2.19,0.89,3.51,14.26,0.99391145112,0.993443263302,0.997145540255,0.994833418226
81,TPA,ASO,727.0,654.0,194.0,182.0,100289.0,100528.0,0.7983,0.7684,0.7672,12.39,12.19,2.85,14.37,1.3,0.89,3.7,13.76,0.993494349833,0.992750949755,0.996255297111,0.994166865566
82,TPA,ASO,349.0,307.0,201.0,102.0,83888.0,84140.0,0.8154,0.7875,0.7965,10.86,12.05,2.59,12.64,1.08,0.74,3.0,11.51,0.99635131923,0.995839691017,0.996393458233,0.996194822827
83,TPA,ASO,709.0,655.0,157.0,140.0,82346.0,82582.0,0.8121,0.7775,0.7988,11.02,12.45,3.03,13.21,1.86,0.94,2.68,11.65,0.992068489501,0.991389988585,0.996398428405,0.993285635497
84,TPA,ASO,667.0,622.0,176.0,137.0,81837.0,81897.0,0.8296,0.8054,0.8044,10.6,11.93,2.42,12.19,1.66,0.75,2.53,11.51,0.992405094204,0.991849652358,0.996176725665,0.993477157409
85,TPA,ASO,450.0,411.0,131.0,132.0,80605.0,80523.0,0.8322,0.8096,0.808,10.51,11.69,2.19,11.88,1.53,0.85,2.57,11.3,0.994895868261,0.994417219775,0.996735514622,0.99534953422
86,TPA,ASO,326.0,301.0,152.0,118.0,80603.0,79946.0,0.7997,0.775,0.7774,11.9,11.86,2.36,13.39,1.63,0.87,3.0,12.66,0.996234958597,0.995955485528,0.996636540869,0.996275661665
87,TPA,ASO,723.0,691.0,183.0,163.0,79489.0,79173.0,0.7726,0.7454,0.7536,14.33,12.0,2.39,15.97,2.24,0.88,3.53,14.87,0.991272277165,0.990904401867,0.995638527184,0.992605068739
88,MCO,ASO,2240.0,2190.0,218.0,139.0,150156.0,150352.0,0.8138,0.7698,0.7847,10.76,13.83,3.74,13.62,2.42,1.45,3.42,11.94,0.985434181122,0.985082181198,0.997624023321,0.989380128547
89,MCO,ASO,856.0,817.0,281.0,157.0,166165.0,166776.0,0.7837,0.7546,0.7699,12.54,12.95,2.85,14.6,2.74,1.3,3.57,13.07,0.995101213604,0.994848493967,0.997368903199,0.995772870257
90,MCO,ASO,784.0,721.0,288.0,171.0,164499.0,164935.0,0.7929,0.7546,0.7902,12.02,13.03,3.27,14.49,2.83,1.52,3.02,11.99,0.995628580956,0.995234013581,0.997213402381,0.996025332306
91,MCO,ASO,1153.0,1087.0,339.0,177.0,170984.0,171358.0,0.776,0.7269,0.7575,13.67,13.65,3.99,16.74,3.04,1.81,3.69,14.19,0.993656555282,0.993256678988,0.99698547067,0.994632901646
92,MCO,ASO,1083.0,1020.0,397.0,227.0,159897.0,159942.0,0.7857,0.7431,0.7661,13.44,13.58,3.67,16.22,1.61,1.73,4.01,13.96,0.993622688224,0.99322688981,0.996098036825,0.99431587162
93,MCO,ASO,662.0,625.0,332.0,201.0,143712.0,142660.0,0.8077,0.7739,0.7967,11.62,12.9,3.1,13.81,1.25,1.9,3.4,11.79,0.995618954157,0.995393564908,0.996277569036,0.9957633627
94,MCO,ASO,1167.0,1125.0,319.0,174.0,146894.0,146304.0,0.7997,0.758,0.7947,12.0,13.05,3.44,14.52,1.44,2.15,3.07,11.88,0.992310531496,0.9920554958,0.996637084837,0.993667704044
95,MCO,ASO,1224.0,1178.0,360.0,235.0,148493.0,148527.0,0.806,0.7627,0.7927,12.3,13.45,3.67,14.98,1.25,2.27,3.34,12.36,0.992068782107,0.991757187207,0.995993535789,0.993273168368
96,MCO,ASO,767.0,730.0,253.0,176.0,144126.0,143983.0,0.8222,0.7796,0.8053,11.15,13.4,3.58,13.67,1.37,2.11,2.96,11.43,0.994929957009,0.994678267627,0.997021960439,0.995543395025
97,MCO,ASO,611.0,599.0,301.0,199.0,140125.0,139404.0,0.7822,0.7416,0.774,13.52,13.34,3.29,15.86,1.44,2.25,3.49,13.42,0.995703136208,0.995639607493,0.996422553653,0.995921765785
98,MCO,ASO,1249.0,1251.0,344.0,311.0,139833.0,139627.0,0.7548,0.7096,0.7571,15.69,13.81,3.69,18.46,2.13,2.16,3.91,15.16,0.991040414819,0.991067916729,0.995312388177,0.992473573242
99,SAT,ASW,555.0,499.0,51.0,52.0,53755.0,54414.0,0.7849,0.7684,0.751,11.87,9.97,2.37,13.48,2.88,0.68,3.35,13.0,0.990829565921,0.989675379035,0.998095572669,0.992866839208
100,SAT,ASW,525.0,502.0,66.0,31.0,53524.0,54155.0,0.7943,0.7735,0.7637,11.22,10.08,2.36,12.83,2.67,0.97,2.79,12.23,0.990730311144,0.990191316045,0.998198348796,0.993039991995
101,SAT,ASW,474.0,410.0,94.0,44.0,56908.0,57817.0,0.7895,0.7691,0.7511,11.92,10.51,2.42,13.42,2.75,0.85,3.03,13.31,0.992908660083,0.991670766852,0.997594247113,0.994057891349
102,SAT,ASW,721.0,660.0,99.0,113.0,59403.0,60046.0,0.7702,0.7403,0.7189,13.35,11.11,2.66,15.21,3.28,0.95,3.63,15.26,0.989008426873,0.987862565864,0.996450367939,0.991107120225
103,SAT,ASW,542.0,505.0,99.0,40.0,58527.0,58757.0,0.7904,0.7636,0.7442,12.26,11.2,2.58,14.01,2.56,0.94,3.14,14.02,0.991405279371,0.990739316896,0.997629685209,0.993258093825
104,SAT,ASW,253.0,207.0,93.0,61.0,52057.0,52241.0,0.8059,0.7851,0.7788,11.05,10.55,1.95,12.29,2.66,0.8,2.55,12.23,0.996037594992,0.995139942755,0.997046923239,0.996074820329
105,SAT,ASW,316.0,292.0,77.0,72.0,52583.0,52984.0,0.7948,0.7721,0.764,11.64,10.57,2.1,12.98,2.36,0.92,2.45,13.12,0.99448890231,0.993990453188,0.997177148162,0.995218834553
106,SAT,ASW,418.0,373.0,97.0,59.0,52547.0,52923.0,0.8078,0.7782,0.7862,11.09,11.22,2.63,12.81,1.71,0.97,2.25,11.94,0.99295202464,0.992045216663,0.997041812838,0.994013018047
107,SAT,ASW,303.0,243.0,64.0,65.0,53839.0,53996.0,0.8082,0.7789,0.784,10.82,11.39,2.74,12.58,1.69,1.1,2.45,11.76,0.995499666642,0.994372109437,0.997607455835,0.995826410638
108,SAT,ASW,386.0,330.0,70.0,88.0,53652.0,54020.0,0.782,0.76,0.7557,12.12,11.14,2.15,13.44,1.68,0.86,2.66,13.21,0.993891151425,0.992805487214,0.997065160859,0.994587266499
109,SAT,ASW,458.0,389.0,80.0,84.0,53144.0,53325.0,0.7601,0.7356,0.7323,13.55,11.07,2.07,14.86,2.17,1.02,2.84,15.2,0.992705110173,0.991381905765,0.996919291061,0.993668769
110,HOU,ASW,1238.0,1186.0,114.0,217.0,65315.0,65458.0,0.728,0.7156,0.7639,13.61,8.95,2.26,15.34,5.35,0.92,2.58,12.23,0.981881511809,0.9810457016,0.994937792969,0.985955002126
111,HOU,ASW,1289.0,1224.0,163.0,257.0,62927.0,62981.0,0.7235,0.7055,0.7628,13.98,9.38,2.52,16.17,5.45,1.05,2.48,12.48,0.980565567393,0.97951594705,0.993328462052,0.984469992165
112,HOU,ASW,1009.0,1043.0,80.0,176.0,63002.0,62901.0,0.7085,0.6939,0.7515,15.18,8.69,1.68,16.5,5.25,1.09,2.46,13.16,0.983418387625,0.983984635408,0.995933377283,0.987778800105
113,HOU,ASW,940.0,951.0,114.0,265.0,64971.0,64877.0,0.7014,0.6714,0.7303,16.37,9.25,2.42,18.35,5.5,1.21,2.93,14.8,0.985341492362,0.985532006588,0.994162405274,0.988345301408
114,HOU,ASW,1584.0,1554.0,104.0,215.0,62474.0,62377.0,0.7152,0.6879,0.75,15.53,9.39,2.41,17.36,4.13,1.3,2.61,13.83,0.975086971159,0.974645452508,0.994889908771,0.98154077748
115,HOU,ASW,844.0,808.0,105.0,240.0,59009.0,59006.0,0.7383,0.7209,0.7915,14.27,8.92,1.73,15.48,2.41,1.5,2.0,11.13,0.986306477307,0.985697097053,0.994153285599,0.98871895332
116,HOU,ASW,864.0,842.0,102.0,170.0,58084.0,58176.0,0.6841,0.6558,0.7649,16.07,9.29,2.16,17.73,1.86,1.86,2.16,12.07,0.985526677668,0.985124991392,0.995320832617,0.988657500559
117,HOU,ASW,868.0,887.0,122.0,85.0,60853.0,60660.0,0.7082,0.6824,0.779,15.4,9.03,1.8,16.83,1.37,1.46,1.93,12.07,0.985377514013,0.985736118186,0.996592957132,0.989235529777
118,HOU,ASW,594.0,609.0,120.0,138.0,63731.0,63771.0,0.7228,0.6964,0.7963,14.35,9.12,1.87,15.88,1.33,1.49,1.92,10.77,0.990450204638,0.990679575089,0.995953004659,0.992360928129
119,HOU,ASW,540.0,553.0,117.0,117.0,67223.0,67673.0,0.6686,0.6321,0.7436,16.24,9.41,2.16,18.16,1.29,1.71,2.46,13.19,0.991828351041,0.991967035092,0.996530660657,0.993442015597
120,HOU,ASW,955.0,980.0,145.0,153.0,68319.0,68348.0,0.6526,0.6237,0.7159,18.51,9.72,2.3,20.22,2.11,1.73,3.0,15.8,0.985661614093,0.98602145816,0.995639035027,0.989107369093
121,IAH,ASW,1825.0,2010.0,344.0,885.0,247146.0,246368.0,0.8607,0.6809,0.8084,8.39,21.45,9.56,16.32,3.37,3.81,5.42,11.19,0.991841472919,0.992615700841,0.995019391547,0.993158855102
122,IAH,ASW,3426.0,3545.0,426.0,766.0,271941.0,269537.0,0.8442,0.7184,0.8178,9.05,20.32,7.34,14.84,3.53,2.32,4.75,10.7,0.986847816812,0.987401679041,0.995597235714,0.989948910522
123,IAH,ASW,2374.0,2500.0,577.0,1539.0,291421.0,289276.0,0.7952,0.6599,0.7757,12.51,21.28,7.67,18.86,3.53,3.21,5.41,13.91,0.991357734482,0.991853709925,0.992712206194,0.9919745502
124,IAH,ASW,2033.0,2166.0,518.0,1174.0,291242.0,290346.0,0.786,0.6935,0.7757,13.19,19.69,5.73,18.14,3.47,2.9,4.4,14.45,0.992539935112,0.993019550752,0.994181448035,0.993246977966
125,IAH,ASW,3261.0,3366.0,508.0,769.0,278764.0,278546.0,0.8003,0.7205,0.7854,12.2,18.07,5.0,16.37,3.54,2.42,4.23,14.04,0.987915820008,0.988301932818,0.995417272254,0.99054500836
126,IAH,ASW,1249.0,1333.0,510.0,768.0,261290.0,261184.0,0.8416,0.7503,0.8127,9.42,17.48,5.36,13.79,2.96,2.29,4.3,11.34,0.994896318304,0.995219870642,0.995107890536,0.995074693161
127,IAH,ASW,1375.0,1484.0,486.0,544.0,257236.0,256761.0,0.8211,0.7483,0.8066,10.37,16.05,4.26,13.73,2.66,1.99,4.48,11.27,0.994220306043,0.994654713959,0.995992194507,0.99495573817
128,IAH,ASW,2105.0,2364.0,527.0,463.0,254998.0,254038.0,0.8034,0.7179,0.7943,11.6,16.52,4.84,15.52,2.44,2.26,3.94,12.38,0.990694305576,0.991745033294,0.996110294753,0.992849877875
129,IAH,ASW,1898.0,2168.0,469.0,530.0,247043.0,246118.0,0.7671,0.674,0.7915,14.18,16.44,5.12,18.43,2.07,2.41,3.09,13.28,0.991191217221,0.992317126978,0.995948584742,0.993152309647
130,IAH,ASW,1894.0,2280.0,511.0,499.0,241954.0,242330.0,0.7753,0.7058,0.7929,13.62,15.93,4.37,17.05,1.71,2.2,3.08,13.06,0.990591342384,0.992172065765,0.99582889379,0.992864100646
131,IAH,ASW,3744.0,4297.0,576.0,625.0,245284.0,245369.0,0.754,0.6729,0.7649,14.92,16.62,4.98,18.98,2.65,2.57,3.79,15.19,0.982487600308,0.984736061056,0.995104483209,0.987442714858
