,Airport,FAA REGION,Departure Cancellations,Arrival Cancellations,Departure Diversions,Arrival Diversions,departures for metric computation,arrivals for metric computation,percent on-time gate departures,percent on-time airport departures,percent on-time gate arrivals,average_gate_departure_delay,average_taxi_out_time,average taxi out delay,average airport departure delay,average airborne delay,average taxi in delay,average block delay,average gate arrival delay,Arrival Percentage,Departure Percentage,No Diversion Percentage,Overall Chance of No Problems
216,PHX,AWP,1569.0,2085.0,377.0,187.0,213870.0,213498.0,0.8244,0.7746,0.8444,9.64,13.84,3.77,12.08,2.65,2.24,2.54,8.73,0.990234100554,0.992663767709,0.997360588533,0.993419485599
217,PHX,AWP,947.0,1342.0,328.0,203.0,207667.0,207206.0,0.8417,0.7734,0.8518,8.52,14.52,4.55,11.66,2.34,2.82,2.57,8.02,0.993523353571,0.995439814703,0.997440180489,0.995467782921
218,PHX,AWP,1006.0,1499.0,325.0,143.0,200341.0,199957.0,0.8126,0.7323,0.831,9.86,14.63,4.81,13.44,1.92,2.3,2.71,9.29,0.992503388228,0.994978561553,0.997661742002,0.995047897261
219,PHX,AWP,1136.0,1535.0,325.0,255.0,200278.0,199312.0,0.7828,0.7177,0.809,11.94,14.53,4.21,14.99,2.5,2.23,2.89,10.91,0.992298506864,0.994327884241,0.99709702445,0.994574471852
220,BHM,ASO,402.0,332.0,71.0,24.0,9336.0,9557.0,0.7822,0.7528,0.7282,12.41,10.5,2.77,14.25,2.45,1.07,2.63,14.41,0.965261065188,0.956940874036,0.989943365268,0.970715101497
221,BHM,ASO,419.0,395.0,63.0,25.0,36146.0,36973.0,0.7815,0.7555,0.719,12.01,10.64,2.93,13.86,2.47,0.99,2.55,14.95,0.989316528277,0.988408122614,0.997592964893,0.991772538595
222,BHM,ASO,287.0,257.0,53.0,30.0,33169.0,33672.0,0.7537,0.7279,0.6976,14.13,11.11,2.66,15.96,2.54,0.94,3.33,16.07,0.992367545735,0.991347342398,0.997516494367,0.993743794167
223,BHM,ASO,459.0,371.0,59.0,23.0,35612.0,35925.0,0.7583,0.7257,0.7055,14.55,11.77,2.84,16.69,2.68,0.81,3.28,17.23,0.989672929715,0.987111086151,0.997707480045,0.991497165304
224,BHM,ASO,385.0,341.0,58.0,42.0,34605.0,34766.0,0.7715,0.7406,0.7289,13.82,11.94,2.88,15.82,2.14,0.65,3.0,15.37,0.990191566473,0.98887444011,0.997116950887,0.992060985823
225,BHM,ASO,249.0,209.0,61.0,64.0,29422.0,29959.0,0.7785,0.7362,0.7443,13.02,12.38,3.21,15.3,1.82,0.73,2.77,14.34,0.993023799192,0.991536945143,0.995789899126,0.993450214487
226,BHM,ASO,315.0,266.0,60.0,55.0,29563.0,29907.0,0.7792,0.7303,0.7449,12.62,12.54,3.22,15.07,1.5,0.75,2.28,13.49,0.991105761193,0.989344789094,0.996132503783,0.992194351357
227,BHM,ASO,266.0,243.0,42.0,55.0,27376.0,27705.0,0.7898,0.7573,0.7509,12.37,11.8,2.34,13.84,1.59,0.62,2.32,13.38,0.991229020032,0.990283459965,0.996477914344,0.992663464781
228,BHM,ASO,147.0,143.0,31.0,18.0,26436.0,26597.0,0.8107,0.7832,0.7638,11.45,11.86,2.21,12.89,1.28,0.71,1.93,13.18,0.994623453773,0.994439400817,0.998152093979,0.99573831619
229,BHM,ASO,203.0,186.0,50.0,52.0,24460.0,24402.0,0.7691,0.7327,0.7165,13.62,12.45,2.6,15.48,1.55,1.03,2.85,15.4,0.992377673961,0.991700735895,0.995824976464,0.993301128774
230,BHM,ASO,336.0,311.0,46.0,30.0,23725.0,23682.0,0.7421,0.7183,0.7016,15.58,12.19,2.05,16.75,1.74,0.93,2.93,16.7,0.986867663204,0.98583772392,0.996793722446,0.989833036523
231,ATL,ASO,7870.0,8433.0,737.0,772.0,477323.0,473249.0,0.7596,0.5757,0.737,13.59,20.45,8.73,21.36,5.0,2.79,4.69,15.31,0.982180627957,0.983512212904,0.996825069537,0.987505970133
232,ATL,ASO,13837.0,14480.0,790.0,1080.0,484570.0,480171.0,0.7413,0.6216,0.7337,15.5,18.52,7.26,21.8,4.24,2.72,4.62,17.23,0.969844076381,0.971444786099,0.996123311853,0.979137391444
233,ATL,ASO,6624.0,7301.0,913.0,787.0,483334.0,478735.0,0.715,0.5324,0.7205,16.2,20.38,9.63,24.85,3.71,4.13,4.72,16.95,0.984749391626,0.986295191317,0.996465949947,0.98917017763
234,ATL,ASO,6796.0,7790.0,920.0,1045.0,491826.0,486799.0,0.7167,0.5713,0.7446,16.77,19.67,8.28,24.18,3.88,4.17,4.43,16.09,0.983997502049,0.986182105053,0.995984161451,0.988721256185
235,ATL,ASO,5830.0,6705.0,982.0,1072.0,482903.0,478627.0,0.7696,0.6071,0.7559,13.86,20.6,9.01,21.59,4.11,4.07,5.09,15.71,0.985991178935,0.987927182063,0.995727642403,0.989882001134
236,ATL,ASO,5324.0,6303.0,1064.0,1116.0,479957.0,475882.0,0.7775,0.59,0.7335,13.2,21.84,9.73,21.48,3.31,4.75,5.7,16.54,0.986755119967,0.988907339616,0.995438562352,0.990367007312
237,ATL,ASO,8198.0,9279.0,971.0,945.0,469542.0,465911.0,0.7961,0.6405,0.7956,12.82,21.26,8.61,19.9,2.66,4.32,3.67,14.16,0.980084179167,0.982540433018,0.995903588956,0.986176067047
238,ATL,ASO,6555.0,7484.0,903.0,812.0,454954.0,453734.0,0.8008,0.673,0.8068,12.2,20.33,7.52,18.25,2.41,4.0,3.54,12.56,0.983505754473,0.985591949955,0.996225327065,0.988441010498
239,ATL,ASO,2259.0,2782.0,798.0,655.0,457501.0,455968.0,0.832,0.7401,0.8422,9.84,18.8,6.03,14.44,1.62,3.13,2.89,10.27,0.993898694645,0.995062305875,0.996818720723,0.995259907081
240,ATL,ASO,2916.0,3450.0,870.0,655.0,448180.0,445498.0,0.7917,0.7025,0.807,12.28,18.2,5.83,16.98,2.38,2.6,3.64,12.74,0.99225585749,0.993493685573,0.996587137649,0.994112226904
241,ATL,ASO,5977.0,6483.0,781.0,655.0,428954.0,428312.0,0.7899,0.7134,0.8123,11.99,17.4,4.92,15.93,2.74,2.77,3.21,12.42,0.984863837576,0.98606610499,0.996649814643,0.989193252403
242,SNA,AWP,632.0,583.0,104.0,107.0,14135.0,14276.0,0.7857,0.721,0.7716,11.09,13.48,4.44,14.34,3.17,1.81,3.44,11.12,0.959162230317,0.955288291475,0.985146598149,0.966532373313
243,SNA,AWP,559.0,525.0,84.0,106.0,55590.0,55995.0,0.8046,0.7443,0.7799,10.03,12.91,4.07,12.98,2.96,1.67,3.06,10.92,0.990624162872,0.989944234575,0.996594524354,0.9923876406
244,SNA,AWP,721.0,653.0,113.0,140.0,56634.0,57499.0,0.7952,0.7312,0.7668,10.5,12.91,4.15,13.51,2.76,1.65,3.41,11.48,0.988643280753,0.987269131617,0.995566575837,0.990492996069
245,SNA,AWP,895.0,797.0,149.0,144.0,57795.0,58356.0,0.7823,0.7039,0.7575,11.29,13.49,4.66,14.73,3.12,2.05,3.39,12.17,0.986342449791,0.984514231335,0.994954843264,0.988603841463
246,SNA,AWP,726.0,653.0,117.0,128.0,51644.0,52088.0,0.8028,0.7394,0.7788,10.79,13.31,4.31,13.7,2.49,1.75,3.14,11.18,0.987463523268,0.985942219813,0.995276288898,0.989560677326
247,SNA,AWP,516.0,466.0,104.0,77.0,50127.0,50368.0,0.8286,0.7676,0.8148,9.33,12.85,4.04,12.08,2.38,1.77,2.71,9.2,0.990748094028,0.989706146388,0.996397830738,0.992284023718
248,SNA,AWP,456.0,397.0,103.0,94.0,46002.0,46334.0,0.8067,0.757,0.8091,10.42,11.97,3.38,12.6,2.3,1.44,2.24,9.42,0.99143177796,0.990087387505,0.995732975221,0.992417380229
249,SNA,AWP,531.0,475.0,96.0,77.0,45157.0,45435.0,0.8199,0.7672,0.8182,9.76,11.72,3.36,11.92,1.96,1.29,2.23,9.07,0.989545504567,0.988241025755,0.996180678206,0.991322402842
250,SNA,AWP,496.0,423.0,82.0,98.0,45397.0,45653.0,0.8133,0.7646,0.8234,10.47,11.59,3.28,12.69,1.74,1.04,1.91,8.95,0.990734453377,0.989074167897,0.996046128501,0.991951583258
251,SNA,AWP,443.0,387.0,89.0,93.0,46656.0,46935.0,0.7907,0.7531,0.7986,11.06,11.28,3.09,13.08,1.61,1.04,2.1,9.89,0.991754554171,0.990504972565,0.996110737144,0.99279008796
252,SNA,AWP,468.0,425.0,85.0,71.0,47176.0,47252.0,0.7578,0.715,0.7688,12.75,11.39,3.1,14.85,1.77,0.82,2.36,11.67,0.991005671718,0.990079701543,0.996695895285,0.992593756182
253,LGB,AWP,92.0,85.0,32.0,79.0,3663.0,3749.0,0.8438,0.8329,0.7437,8.82,12.35,1.96,9.81,1.98,0.63,4.15,12.79,0.977327287277,0.974883974884,0.970048569887,0.974086610682
254,LGB,AWP,49.0,46.0,33.0,53.0,15607.0,15858.0,0.8484,0.8274,0.7743,8.24,12.48,2.29,9.57,1.59,0.82,3.25,11.52,0.997099255896,0.996860383161,0.994533608772,0.996164415943
255,LGB,AWP,65.0,63.0,34.0,120.0,15360.0,16113.0,0.8435,0.8121,0.7752,8.66,13.68,3.01,10.65,1.71,0.78,4.2,11.26,0.996090113573,0.995768229167,0.99021383408,0.99402405894
256,LGB,AWP,157.0,147.0,44.0,43.0,16866.0,17042.0,0.8255,0.7819,0.7832,9.67,15.3,3.79,12.19,2.02,1.39,4.06,11.9,0.991374251848,0.990691331673,0.994868467618,0.99231135038
257,LGB,AWP,134.0,135.0,46.0,89.0,17722.0,17958.0,0.8261,0.8062,0.7886,10.59,14.45,2.46,11.97,2.26,1.72,4.49,12.59,0.992482459071,0.992438776662,0.992432735426,0.99245132372
258,LGB,AWP,72.0,69.0,24.0,47.0,16686.0,16753.0,0.8676,0.8544,0.8367,7.68,13.56,2.14,8.72,2.14,1.19,3.34,9.05,0.995881334686,0.995685005394,0.995753461527,0.995773267202
259,LGB,AWP,129.0,127.0,23.0,34.0,16764.0,16706.0,0.8193,0.7895,0.824,10.85,14.17,2.88,12.79,2.36,1.47,3.11,10.48,0.99239794086,0.992304939155,0.996593964745,0.99376561492
260,LGB,AWP,99.0,83.0,17.0,41.0,16578.0,16559.0,0.8351,0.8176,0.8283,10.04,13.38,2.23,11.24,2.73,0.86,2.69,10.17,0.994987620025,0.994028230185,0.996499381356,0.995171743855
261,LGB,AWP,84.0,66.0,9.0,20.0,15954.0,15899.0,0.8441,0.8343,0.8496,9.72,12.57,1.81,10.49,2.26,0.6,2.22,9.25,0.995848795522,0.99473486273,0.998179135403,0.996254264552
262,LGB,AWP,98.0,96.0,18.0,12.0,14945.0,15163.0,0.8599,0.8462,0.8432,8.51,12.63,2.03,9.49,2.19,0.63,2.37,9.17,0.99366879905,0.993442622951,0.998007174173,0.995039532058
263,LGB,AWP,130.0,123.0,14.0,29.0,14641.0,14736.0,0.8434,0.8288,0.832,9.26,12.5,1.86,10.14,2.37,0.63,2.37,9.71,0.991653094463,0.99112082508,0.997072539742,0.993282153095
264,PSP,AWP,171.0,129.0,13.0,37.0,15622.0,15668.5,0.774775,0.7456625,0.7502,12.88875,12.1,2.77375,14.59125,2.9625,0.89125,3.3025,13.28,0.991766920892,0.989053898348,0.996804141832,0.992541653691
265,PSP,AWP,251.0,172.0,28.0,67.0,15622.0,15668.5,0.774775,0.7456625,0.7502,12.88875,12.1,2.77375,14.59125,2.9625,0.89125,3.3025,13.28,0.98902256119,0.98393291512,0.993927869481,0.988961115264
266,PSP,AWP,142.0,122.0,31.0,23.0,15622.0,15668.5,0.774775,0.7456625,0.7502,12.88875,12.1,2.77375,14.59125,2.9625,0.89125,3.3025,13.28,0.992213677123,0.990910254769,0.996548473179,0.993224135024
267,PSP,AWP,152.0,121.0,20.0,14.0,17764.0,17852.0,0.7411,0.7053,0.7011,13.53,11.4,3.03,15.56,2.48,1.0,3.52,15.67,0.99322204795,0.991443368611,0.998090745732,0.994252054098
268,PSP,AWP,155.0,130.0,24.0,30.0,16005.0,16036.0,0.7683,0.7321,0.7312,12.35,12.16,3.1,14.32,2.82,1.17,3.71,13.87,0.99189324021,0.990315526398,0.996629318685,0.992946028431
269,PSP,AWP,97.0,70.0,21.0,31.0,14802.0,14837.0,0.8128,0.7919,0.7853,10.22,11.9,2.32,11.52,2.67,0.68,2.88,10.95,0.995282065108,0.993446831509,0.996491109687,0.995073335434
270,PSP,AWP,154.0,119.0,27.0,54.0,14769.0,14859.0,0.7944,0.7699,0.7574,11.54,11.77,2.5,12.97,3.07,0.73,3.12,12.86,0.991991385692,0.989572753741,0.994532199271,0.992032112901
271,PSP,AWP,153.0,125.0,21.0,17.0,14458.0,14632.0,0.7738,0.7484,0.7484,12.76,11.89,2.64,14.33,3.35,0.77,3.3,13.57,0.991457080372,0.989417623461,0.997387418357,0.99275404073
272,PSP,AWP,150.0,104.0,27.0,31.0,15601.0,15682.0,0.7692,0.7362,0.7587,14.0,12.51,3.14,15.98,3.23,0.84,3.2,12.85,0.993368192833,0.990385231716,0.996291915737,0.993348446762
273,PSP,AWP,155.0,121.0,18.0,26.0,15346.0,15242.0,0.7754,0.7483,0.7683,14.15,12.5,2.72,15.76,2.89,0.95,2.91,12.66,0.992061409264,0.989899648117,0.997123054793,0.993028037391
274,PSP,AWP,198.0,154.0,25.0,17.0,16231.0,16208.0,0.7632,0.7332,0.7512,14.56,12.67,2.74,16.29,3.19,0.99,3.78,13.81,0.99049851925,0.987801121311,0.997410524369,0.99190338831
275,LAX,AWP,2508.0,2727.0,382.0,270.0,307973.0,307061.0,0.8144,0.7604,0.8093,10.17,14.08,4.1,13.22,3.03,2.41,3.52,10.47,0.991119028467,0.991856428973,0.997879792011,0.993618416484
276,LAX,AWP,2379.0,2592.0,363.0,171.0,306439.0,306044.0,0.801,0.7546,0.7923,10.55,13.9,3.72,13.22,3.02,2.37,3.54,11.22,0.991530629583,0.992236627844,0.998256278133,0.994007845187
277,LAX,AWP,3028.0,3248.0,379.0,260.0,306821.0,306201.0,0.7819,0.7213,0.7561,11.81,14.82,4.36,15.0,3.18,2.93,4.11,13.23,0.989392588528,0.990131053611,0.997915246109,0.992479629416
278,LAX,AWP,3259.0,3417.0,398.0,208.0,316257.0,316715.0,0.777,0.6992,0.7501,12.42,15.71,4.81,16.24,3.19,3.58,4.05,14.09,0.989211120408,0.989695089753,0.998085223359,0.99233047784
279,LAX,AWP,2838.0,3077.0,476.0,237.0,293640.0,294144.0,0.7942,0.7478,0.7675,12.15,14.82,3.37,14.62,3.07,2.69,3.93,13.51,0.989539137293,0.990335104209,0.997573938726,0.992482726743
280,LAX,AWP,1911.0,2000.0,363.0,209.0,262782.0,262838.0,0.833,0.8032,0.8153,9.95,13.68,2.63,11.65,2.75,2.15,2.77,10.83,0.992390750196,0.992727812407,0.997823522697,0.994314028433
281,LAX,AWP,2206.0,2292.0,420.0,240.0,269895.0,270550.0,0.8106,0.7674,0.7992,11.27,14.09,3.22,13.57,2.65,2.97,2.92,11.59,0.991528368139,0.991826451027,0.9975575683,0.993637462489
282,LAX,AWP,2617.0,2764.0,439.0,341.0,284127.0,284618.0,0.8082,0.7493,0.7809,11.02,14.86,3.96,14.02,2.77,3.31,3.63,12.32,0.990288737887,0.990789330124,0.997257118744,0.992778395585
283,LAX,AWP,2315.0,2493.0,479.0,241.0,284637.0,285252.0,0.8022,0.7334,0.7884,11.55,15.39,4.44,14.95,2.47,4.0,3.12,12.14,0.991260359261,0.991866833897,0.997473192148,0.993533461769
284,LAX,AWP,2441.0,2541.0,494.0,332.0,288214.0,288965.0,0.8001,0.7435,0.7844,11.69,15.21,3.98,14.58,2.33,3.53,3.17,12.66,0.991206547506,0.991530598791,0.997137803004,0.993291649767
285,LAX,AWP,2493.0,2726.0,601.0,298.0,303156.0,302628.0,0.7681,0.7048,0.7652,13.32,15.44,4.09,16.46,2.64,3.9,3.63,13.99,0.9909922413,0.991776511103,0.99703194538,0.993266899261
286,ONT,AWP,379.0,338.0,54.0,52.0,54166.0,54076.0,0.7729,0.7488,0.8078,12.33,9.78,2.63,14.25,1.72,0.77,2.39,9.88,0.993749537688,0.993002990806,0.998041425694,0.994931318063
287,ONT,AWP,355.0,319.0,34.0,51.0,54110.0,54080.0,0.7557,0.7241,0.777,12.5,10.23,2.92,14.66,2.04,1.04,2.77,11.11,0.994101331361,0.993439290335,0.998428690267,0.995323103988
288,ONT,AWP,408.0,404.0,36.0,44.0,53893.0,54211.0,0.7384,0.6991,0.7822,13.85,10.96,3.06,16.15,1.85,0.88,2.81,11.08,0.992547637933,0.992429443527,0.998519943758,0.994499008406
289,ONT,AWP,471.0,441.0,63.0,68.0,59098.0,58758.0,0.7602,0.7229,0.7927,13.2,11.28,3.15,15.35,1.66,0.77,2.21,11.05,0.992494639028,0.992030187147,0.99777694814,0.994100591438
290,ONT,AWP,338.0,338.0,56.0,35.0,51391.0,51123.0,0.7421,0.7122,0.787,15.22,10.91,2.8,17.07,1.13,0.74,2.11,11.28,0.993388494415,0.993422972894,0.998224632733,0.995012033348
291,ONT,AWP,213.0,177.0,25.0,9.0,40278.0,39956.0,0.7698,0.7554,0.8086,13.86,9.88,1.92,14.94,1.19,0.45,1.33,9.61,0.99557012714,0.994711753314,0.999152478999,0.996478119818
292,ONT,AWP,227.0,200.0,31.0,18.0,37332.0,37205.0,0.7561,0.7421,0.7904,14.72,9.65,1.81,15.83,1.12,0.45,1.5,10.38,0.994624378444,0.993919425694,0.998685216738,0.995743006959
293,ONT,AWP,234.0,214.0,30.0,26.0,35796.0,35541.0,0.753,0.7306,0.792,14.62,9.73,2.14,16.13,1.11,0.52,1.56,10.51,0.993978785065,0.993462956755,0.998429987244,0.995290576355
294,ONT,AWP,190.0,186.0,27.0,24.0,33371.0,33168.0,0.7727,0.7491,0.8086,13.78,9.91,2.22,15.38,1.03,0.59,1.36,9.96,0.994392185239,0.99430643373,0.998467064428,0.995721894466
295,ONT,AWP,204.0,183.0,35.0,14.0,32031.0,31743.0,0.7475,0.7211,0.7709,15.26,10.14,2.33,17.08,1.15,0.56,1.61,11.97,0.994234949438,0.993631169804,0.998463323612,0.995443147618
296,ONT,AWP,290.0,266.0,31.0,21.0,32791.0,32476.0,0.7161,0.6824,0.7347,16.92,10.79,2.65,19.09,1.47,0.56,2.1,14.01,0.991809336125,0.991156109908,0.998406545421,0.993790663818
297,BUR,AWP,263.0,260.0,98.0,23.0,38148.0,37293.0,0.7792,0.7637,0.7703,11.33,10.28,2.12,12.78,2.55,0.58,2.33,11.73,0.993028182233,0.993105798469,0.996792195225,0.994308725309
298,BUR,AWP,285.0,235.0,110.0,19.0,40769.0,40424.0,0.7733,0.7435,0.747,11.33,10.93,2.73,13.47,2.66,0.89,2.89,12.56,0.994186621809,0.993009394393,0.996822386166,0.994672800789
299,BUR,AWP,427.0,400.0,217.0,69.0,42697.0,42915.0,0.7762,0.7414,0.7631,11.4,11.56,2.74,13.5,2.57,0.58,2.63,11.79,0.99067924968,0.989999297375,0.993318693641,0.991332413565
300,BUR,AWP,517.0,477.0,288.0,34.0,43833.0,43406.0,0.7804,0.7448,0.7707,11.79,11.89,2.74,13.86,2.8,0.69,2.52,11.99,0.989010735843,0.9882052335,0.99261798049,0.989944649944
301,BUR,AWP,535.0,507.0,141.0,56.0,40341.0,40135.0,0.7948,0.772,0.7942,10.78,11.6,2.24,12.24,2.29,0.71,2.16,10.9,0.987367634234,0.986738058055,0.995104130424,0.989736607571
302,BUR,AWP,412.0,390.0,115.0,47.0,34863.0,34744.0,0.8419,0.8302,0.8305,8.3,10.9,1.72,9.19,2.4,0.57,1.73,8.61,0.988775040295,0.988182313628,0.995345295732,0.990767549885
303,BUR,AWP,465.0,444.0,124.0,46.0,34610.0,34039.0,0.8092,0.7926,0.8027,9.99,10.76,1.89,11.16,2.02,0.66,1.74,9.96,0.986956138547,0.986564576712,0.995047269443,0.989522661567
304,BUR,AWP,493.0,426.0,76.0,66.0,32875.0,32495.0,0.8194,0.7992,0.7949,9.6,10.95,2.07,10.81,2.07,0.59,2.06,10.38,0.986890290814,0.985003802281,0.995655499465,0.98918319752
305,BUR,AWP,488.0,456.0,33.0,40.0,32152.0,31902.0,0.8369,0.8173,0.8249,8.88,10.94,2.09,10.16,1.81,0.59,1.56,8.8,0.985706225315,0.984822095049,0.997720673182,0.989416331182
306,BUR,AWP,399.0,386.0,30.0,8.0,31469.0,31215.0,0.8072,0.7889,0.8009,10.2,10.77,1.87,11.44,1.73,0.51,1.62,10.14,0.987634150248,0.987320855445,0.998787569396,0.99124752503
307,BUR,AWP,427.0,403.0,36.0,39.0,30148.0,29885.0,0.7821,0.7613,0.7657,11.3,10.86,1.95,12.58,2.05,0.52,1.84,12.19,0.986514974067,0.985836539737,0.997501374244,0.989950962683
308,OXR,AWP,43.0,37.0,0.0,0.0,731.0,717.0,0.8837,0.87,0.8591,6.75,7.24,1.73,7.46,1.17,0.36,1.42,8.42,0.94839609484,0.941176470588,1.0,0.963190855143
309,OXR,AWP,33.0,22.0,0.0,0.0,2730.0,2817.0,0.8905,0.8696,0.8424,5.35,7.95,2.11,6.44,1.58,0.41,2.11,7.86,0.99219027334,0.987912087912,1.0,0.993367453751
310,OXR,AWP,51.0,44.0,2.0,1.0,2194.0,2191.0,0.8323,0.8067,0.7408,7.73,9.67,3.29,9.41,1.66,0.83,2.97,12.67,0.979917845733,0.976754785779,0.998631698974,0.985101443495
311,OXR,AWP,21.0,17.0,1.0,0.0,2044.0,1928.0,0.8728,0.8488,0.8185,6.27,10.11,2.62,7.9,1.53,0.9,2.78,8.98,0.991182572614,0.989726027397,0.999496475327,0.993468358446
312,OXR,AWP,20.0,20.0,1.0,0.0,1841.0,1768.0,0.8838,0.8631,0.8479,5.44,10.52,2.33,6.54,1.76,0.57,2.01,8.16,0.988687782805,0.989136338946,0.99944582987,0.992423317207
313,OXR,AWP,27.0,24.0,0.0,0.0,1649.0,1504.0,0.8757,0.8739,0.8763,5.92,9.33,1.35,6.29,1.43,0.43,1.53,6.33,0.984042553191,0.983626440267,1.0,0.989222997819
314,OXR,AWP,10.0,8.0,0.0,0.0,955.0,948.0,0.8628,0.8545,0.8492,6.21,8.69,0.86,6.52,1.42,0.55,2.31,7.65,0.991561181435,0.989528795812,1.0,0.993696659082
315,ABQ,ASW,242.0,235.0,71.0,46.0,53971.0,53818.0,0.803,0.7809,0.7921,10.38,9.89,2.43,12.1,2.46,0.83,2.55,10.87,0.995633431194,0.995516110504,0.997829092022,0.99632621124
316,ABQ,ASW,221.0,190.0,61.0,33.0,51829.0,51877.0,0.814,0.7922,0.8001,9.6,9.79,2.29,11.2,2.26,0.89,2.34,10.24,0.996337490603,0.995735977927,0.998187182998,0.996753550509
317,ABQ,ASW,392.0,329.0,71.0,124.0,49682.0,51199.0,0.7983,0.7756,0.7746,10.84,9.89,2.16,12.33,2.12,0.84,2.66,11.82,0.993574093244,0.992109818445,0.996134058941,0.993939323543
318,ABQ,ASW,366.0,304.0,107.0,45.0,53255.0,53611.0,0.8005,0.7704,0.7647,11.29,10.34,2.4,12.95,2.19,1.29,3.06,12.71,0.994329521926,0.993127405877,0.997155316003,0.994870747936
319,ABQ,ASW,333.0,300.0,79.0,42.0,49589.0,49512.0,0.8103,0.7844,0.7875,10.79,10.41,2.41,12.32,1.82,1.03,2.79,11.48,0.993940862821,0.993284801065,0.997558046841,0.994927903576
320,ABQ,ASW,192.0,162.0,74.0,26.0,42550.0,42704.0,0.8341,0.8147,0.8224,9.24,9.88,1.89,10.45,1.74,0.92,1.98,9.27,0.996206444361,0.995487661575,0.997654069017,0.996449391651
321,ABQ,ASW,222.0,177.0,71.0,50.0,42302.0,42169.0,0.8144,0.7907,0.8047,10.25,9.95,2.05,11.58,1.66,0.95,1.9,10.23,0.995802603808,0.994752021181,0.997135111458,0.995896578816
322,ABQ,ASW,345.0,294.0,77.0,61.0,42283.0,42297.0,0.8072,0.7758,0.8022,10.81,10.5,2.51,12.57,1.58,0.84,1.87,10.63,0.993049152422,0.991840692477,0.996736817214,0.993875554038
323,ABQ,ASW,237.0,181.0,65.0,60.0,39105.0,39107.0,0.8219,0.794,0.8177,10.55,10.27,2.32,12.11,1.41,0.98,1.8,9.73,0.995371672591,0.993939393939,0.996803559556,0.995371542029
324,ABQ,ASW,232.0,212.0,62.0,46.0,35277.0,34989.0,0.771,0.7402,0.7554,12.56,10.77,2.64,14.28,1.6,0.92,2.35,12.76,0.993940952871,0.993423477053,0.99692596704,0.994763465654
325,ABQ,ASW,315.0,274.0,66.0,37.0,33292.0,33137.0,0.7451,0.7148,0.732,14.3,10.64,2.41,15.99,1.73,1.02,2.4,14.72,0.991731297341,0.990538267452,0.996898944738,0.993056169844
326,MEM,ASO,749.0,700.0,87.0,101.0,173254.0,169818.0,0.755,0.6877,0.7787,12.21,15.65,4.33,15.22,3.95,1.52,4.69,11.48,0.995877939912,0.995676867489,0.998904020147,0.996819609183
327,MEM,ASO,868.0,859.0,109.0,72.0,176691.0,173030.0,0.7511,0.677,0.7797,12.02,16.06,4.68,15.3,3.71,1.96,4.55,11.3,0.995035542969,0.995087469084,0.998964889154,0.996362633736
328,MEM,ASO,878.0,863.0,95.0,55.0,172206.0,169053.0,0.7544,0.6609,0.7492,12.01,17.43,5.39,16.09,4.07,1.93,5.72,13.0,0.994895092072,0.994901455234,0.999120902306,0.996305816537
329,MEM,ASO,1583.0,1799.0,212.0,191.0,170568.0,166269.0,0.7396,0.6421,0.7554,12.74,18.08,5.39,17.15,3.32,1.82,5.65,13.43,0.989180183919,0.990719243938,0.997607151233,0.99250219303
330,MEM,ASO,1516.0,1732.0,226.0,271.0,166979.0,163455.0,0.7602,0.6777,0.7887,12.9,17.72,4.93,17.01,3.27,1.97,4.99,12.12,0.989403811447,0.99092101402,0.996991834981,0.992438886816
331,MEM,ASO,918.0,1094.0,233.0,154.0,153914.0,153422.0,0.7825,0.7,0.8069,10.94,17.24,4.61,14.65,3.03,1.78,4.52,10.34,0.992869340773,0.994035630287,0.997481583674,0.994795518244
332,MEM,ASO,1670.0,1789.0,197.0,156.0,152842.0,151357.0,0.7585,0.6867,0.834,12.76,16.82,4.36,16.21,2.36,1.41,3.03,9.45,0.988180262558,0.989073683935,0.997679150819,0.991644365771
333,MEM,ASO,1087.0,1085.0,111.0,102.0,139824.0,138518.0,0.6692,0.6419,0.8316,17.04,15.2,2.14,18.58,2.18,0.49,2.44,9.64,0.992167082978,0.992225941183,0.998469508734,0.994287510965
334,MEM,ASO,428.0,379.0,76.0,42.0,118834.0,117676.0,0.6529,0.6309,0.8603,15.89,14.63,1.73,16.97,1.87,0.36,1.78,7.84,0.996779292294,0.996398337176,0.999002156357,0.997393261942
335,MEM,ASO,661.0,628.0,74.0,49.0,100394.0,99057.0,0.6709,0.6287,0.8183,16.35,14.35,2.43,18.32,1.97,0.36,2.4,10.02,0.993660215835,0.993415941192,0.998766614356,0.995280923794
336,MEM,ASO,445.0,378.0,53.0,38.0,91359.0,90576.0,0.5771,0.5497,0.7724,19.86,13.38,1.36,21.1,2.45,0.28,3.12,12.29,0.995826709062,0.995129106054,0.99899964273,0.996651819282
337,CLT,ASO,1519.0,1593.0,178.0,132.0,211833.0,210977.0,0.7748,0.7225,0.8178,11.85,15.08,3.6,14.4,5.66,0.7,2.82,9.67,0.992449413917,0.992829257009,0.998533620302,0.994604097076
338,CLT,ASO,1715.0,1881.0,196.0,165.0,241565.0,240918.0,0.7481,0.6569,0.7899,13.3,15.87,5.08,17.36,5.95,1.78,3.28,11.4,0.992192364207,0.992900461573,0.998503574219,0.994532133333
