,0,1
0,JT-Python_mean,136785.714286
1,JT-Manager_mean,83185.0835443
2,JT-Research_mean,40515.3878788
3,JT-Data_Scientist_mean,137568.793578
4,JT-VP_mean,190500.0
5,JT-Scientist_mean,86510.434185
6,JT-Data_mean,130361.773055
7,JT-Analyst_mean,89922.4302326
8,JT-Senior_mean,141500.0
