,0,1
0,JD-Engineer_mean,161529.411765
1,JD-Year3_mean,140625.0
2,JD-Year2_mean,109083.277778
3,JD-Database_mean,93393.2777778
4,JD-Machine_Learning_mean,123610.888889
5,JD-Team_mean,125129.803087
6,JD-Experience_mean,135865.431122
7,JD-Year4_mean,150000.0
8,JD-Data_mean,130349.170213
9,JD-VP_mean,126111.111111
10,JD-Year1_mean,73503.6145833
11,JD-Year5_mean,115000.0
12,JD-SQL_mean,101411.428571
13,JD-Data_Scientist_mean,138085.748792
